"DATE","PROTOCOL","VOLUME_USD","CUM_VOLUME_USD"
"2024-02-26 00:00:00.000","pancake","13812751.9734924","55702741.0550108"
"2024-02-26 00:00:00.000","batswap","63192.664865757","4291341.64615328"
"2024-02-19 00:00:00.000","liquidswap","16092129.4932895","89637663.473638"
"2024-02-19 00:00:00.000","batswap","32794.385574614","4228148.98128752"
"2024-02-19 00:00:00.000","thala","13776444.5927238","75031487.0642894"
"2024-02-19 00:00:00.000","hippo","15416415.1877807","93382787.8873404"
"2024-02-19 00:00:00.000","animeswap","12607.09580265","127398.995071459"
"2024-02-19 00:00:00.000","sushi","2440415.44262006","15584746.486286"
"2024-02-19 00:00:00.000","pancake","5889522.50322749","41889989.0815184"
"2024-02-19 00:00:00.000","cetus","16261.101749224","176469.684636014"
"2024-02-19 00:00:00.000","auxexchange","33590.719223393","462929.587309087"
"2024-02-12 00:00:00.000","pancake","5588589.32093287","36000466.5782909"
"2024-02-12 00:00:00.000","thala","9554629.49278248","61255042.4715656"
"2024-02-12 00:00:00.000","liquidswap","13895239.2432283","73545533.9803485"
"2024-02-12 00:00:00.000","cetus","17002.569208207","160208.58288679"
"2024-02-12 00:00:00.000","batswap","2001.317556802","4195354.59571291"
"2024-02-12 00:00:00.000","hippo","14082558.259971","77966372.6995597"
"2024-02-12 00:00:00.000","animeswap","13734.554213736","114791.899268809"
"2024-02-12 00:00:00.000","auxexchange","45732.382100581","429338.868085694"
"2024-02-12 00:00:00.000","sushi","1719367.74906062","13144331.0436659"
"2024-02-05 00:00:00.000","hippo","10034800.9839136","63883814.4395887"
"2024-02-05 00:00:00.000","liquidswap","11519179.4285638","59650294.7371202"
"2024-02-05 00:00:00.000","animeswap","9705.092339604","101057.345055074"
"2024-02-05 00:00:00.000","pancake","3287258.6427007","30411877.257358"
"2024-02-05 00:00:00.000","cetus","12104.98799236","143206.013678583"
"2024-02-05 00:00:00.000","batswap","2379372.29549129","4193353.27815611"
"2024-02-05 00:00:00.000","thala","7757415.69826081","51700412.9787831"
"2024-02-05 00:00:00.000","sushi","870316.239562133","11424963.2946053"
"2024-02-05 00:00:00.000","auxexchange","49129.100553014","383606.485985112"
"2024-01-29 00:00:00.000","sushi","1409533.06366625","10554647.0550431"
"2024-01-29 00:00:00.000","hippo","10050525.643181","53849013.4556751"
"2024-01-29 00:00:00.000","auxexchange","48263.898560723","334477.385432098"
"2024-01-29 00:00:00.000","thala","6786673.67003815","43942997.2805223"
