SWAP_DATE,PLATFORM,TOTAL_SWAPS,UNIQUE_SWAPPERS,TOTAL_AMOUNT_IN,TOTAL_AMOUNT_OUT,UNIQUE_TOKENS_IN,UNIQUE_TOKENS_OUT,AVG_SWAPS_PER_USER,IMPLIED_FEE_PERCENTAGE
2024-05-16 00:00:00.000,thala,5373,1095,450604730519356,550106957173929,19,22,4.906849,-0.220819
2024-05-16 00:00:00.000,sushi,1617,391,1998980654719,1685054774524,12,12,4.13555,0.157043
2024-05-16 00:00:00.000,auxexchange,481,145,1866077920930,379275984562,14,14,3.317241,0.796752
2024-05-16 00:00:00.000,animeswap,403,140,5517521659968,3576374576308,20,19,2.878571,0.351815
2024-05-16 00:00:00.000,cetus,400,13,8090088235,6529476852,11,11,30.769231,0.192904
2024-05-16 00:00:00.000,batswap,230,85,21981960797350696,2457875692990767,20,14,2.705882,0.888187
2024-05-15 00:00:00.000,liquidswap,31615,7478,71928538058110820,101745104219410350,42,55,4.227735,-0.41453
2024-05-15 00:00:00.000,cellana,15992,1340,1611576379581198,1662747271635104,14,14,11.934328,-0.031752
2024-05-15 00:00:00.000,pancake,8639,3716,77977253387970780,64404586256494810,49,49,2.324812,0.174059
2024-05-15 00:00:00.000,hippo,6902,456,23522871149382284,4655825427081668,40,39,15.135965,0.802072
2024-05-15 00:00:00.000,thala,5195,930,508919806646060,554703491417317,18,22,5.586022,-0.089962
2024-05-15 00:00:00.000,sushi,2099,826,1738036773510,3453999893147,17,16,2.541162,-0.9873
2024-05-15 00:00:00.000,auxexchange,444,242,220812904005,218079352176,14,13,1.834711,0.012379
2024-05-15 00:00:00.000,animeswap,365,189,2675656309014,9365157206495,19,18,1.931217,-2.500135
2024-05-15 00:00:00.000,cetus,359,36,6317413483,14129705381,10,11,9.972222,-1.236628
2024-05-15 00:00:00.000,batswap,281,78,1996664722617574,4537916390370606,17,20,3.602564,-1.272748
2024-05-14 00:00:00.000,liquidswap,32847,8218,92212818578383870,91967727315240600,58,61,3.996958,0.002658
2024-05-14 00:00:00.000,cellana,17767,1271,1139584990746238,1166064242842565,14,14,13.978757,-0.023236
2024-05-14 00:00:00.000,hippo,11971,607,39100650241800,9745975201422244,39,38,19.721582,-248.253533
2024-05-14 00:00:00.000,pancake,8337,2899,27645751297075110,25039745299624620,52,50,2.875819,0.094264
2024-05-14 00:00:00.000,thala,7534,1423,61425733920686,52916621404934,17,17,5.294448,0.138527
2024-05-14 00:00:00.000,sushi,2914,1159,2912971894914,1882621523645,7,10,2.514236,0.353711
2024-05-14 00:00:00.000,animeswap,553,201,35663214589637,42583031131843,21,23,2.751244,-0.194032
2024-05-14 00:00:00.000,auxexchange,542,216,12065092056,16858346189,15,15,2.509259,-0.397283
2024-05-14 00:00:00.000,cetus,465,15,12585972737,7924888227,11,11,31,0.37034
2024-05-14 00:00:00.000,batswap,314,120,3416360572277168000,4165936670552261000,16,19,2.616667,-0.219408
2024-05-13 00:00:00.000,liquidswap,35691,8507,132852785952587970,731739584849680800,50,62,4.195486,-4.507898
2024-05-13 00:00:00.000,cellana,20234,1292,1378420298004814,1371493281715788,14,14,15.660991,0.005025
2024-05-13 00:00:00.000,hippo,14107,715,7854819292339451,328349081326653,35,39,19.73007,0.958198
2024-05-13 00:00:00.000,pancake,10510,2997,65581322780950056,49054315253892190,60,61,3.50684,0.252008
2024-05-13 00:00:00.000,thala,5918,931,90449445328211,69991811900636,17,19,6.356606,0.226178
2024-05-13 00:00:00.000,sushi,2963,1026,3988462815809,3561412023455,11,9,2.887914,0.107072
2024-05-13 00:00:00.000,animeswap,842,228,70093878791369,65899365123681,22,24,3.692982,0.059841
2024-05-13 00:00:00.000,auxexchange,719,230,6276758571243,7908011271724,14,14,3.126087,-0.259888
2024-05-13 00:00:00.000,cetus,615,41,16054914794,14089798219,12,13,15,0.1224
2024-05-13 00:00:00.000,batswap,255,86,49274855453110560,118681972378560200,15,25,2.965116,-1.408571
2024-05-12 00:00:00.000,liquidswap,23563,5911,128624371490538060,184497627394369150,47,48,3.986297,-0.434391
2024-05-12 00:00:00.000,cellana,13440,1376,810192734931491,777762345096931,14,14,9.767442,0.040028
2024-05-12 00:00:00.000,pancake,5966,2365,18318381653339776,13527905838344306,54,59,2.522622,0.261512
2024-05-12 00:00:00.000,hippo,5122,632,270702528498210,62431347065902,36,38,8.10443,0.769373
2024-05-12 00:00:00.000,thala,2933,883,21044392834982,11005900294804,15,18,3.321631,0.477015
2024-05-12 00:00:00.000,sushi,1094,709,547247894635,394895882492,5,8,1.543018,0.278397
2024-05-12 00:00:00.000,batswap,310,85,4168626581759252,7593770297775594,15,17,3.647059,-0.821648
2024-05-12 00:00:00.000,auxexchange,285,177,10373699401805,10402243630417,13,13,1.610169,-0.002752
2024-05-12 00:00:00.000,animeswap,206,117,9865023046474,10092666395621,19,18,1.760684,-0.023076
2024-05-12 00:00:00.000,cetus,131,14,2672289369,2075972978,11,10,9.357143,0.223148
2024-05-11 00:00:00.000,liquidswap,36728,7616,89314882119349230,76383312540641360,54,59,4.822479,0.144786
2024-05-11 00:00:00.000,cellana,13432,1436,829708349405276,854514199223478,14,14,9.35376,-0.029897
2024-05-11 00:00:00.000,pancake,6941,2581,113754358086386320,17733622213705072,81,80,2.689268,0.844106
2024-05-11 00:00:00.000,hippo,5698,854,1509427428978249,40458307335596,36,41,6.672131,0.973196
2024-05-11 00:00:00.000,thala,3651,1009,76131364654486,35710740400398,24,24,3.618434,0.530933
2024-05-11 00:00:00.000,sushi,1505,875,677250686086,638401581358,7,10,1.72,0.057363
2024-05-11 00:00:00.000,auxexchange,310,212,6543642306445,6720839218100,14,14,1.462264,-0.027079
2024-05-11 00:00:00.000,animeswap,230,131,6221119742198,6454812907711,26,23,1.755725,-0.037564
2024-05-11 00:00:00.000,batswap,158,63,1930656037338683,2385373512291984,10,11,2.507937,-0.235525
2024-05-11 00:00:00.000,cetus,152,13,3004687309,2724237422,7,10,11.692308,0.093337
2024-05-10 00:00:00.000,liquidswap,48137,10003,80183778041636140,71375426131303816,55,54,4.812256,0.109852
2024-05-10 00:00:00.000,cellana,18722,1985,1413887722413486,1350037849323033,14,14,9.431738,0.045159
2024-05-10 00:00:00.000,pancake,9048,3102,12236178718964352,10631520986211852,70,72,2.916828,0.13114
2024-05-10 00:00:00.000,hippo,6717,676,72387402300687,277430613038661,37,36,9.936391,-2.832581
2024-05-10 00:00:00.000,thala,5879,1321,564848571177483,465733912776447,22,23,4.450416,0.175471
2024-05-10 00:00:00.000,sushi,2656,1155,2265761889310,1423465612646,7,7,2.299567,0.37175
2024-05-10 00:00:00.000,auxexchange,419,230,23519937244,74670648341,15,14,1.821739,-2.174781
2024-05-10 00:00:00.000,animeswap,340,170,355862709008,1157818226163,20,22,2,-2.253553
2024-05-10 00:00:00.000,cetus,316,21,10228483810,6336111750,12,11,15.047619,0.380542
2024-05-10 00:00:00.000,batswap,232,87,3419755002193954,6047579414515609,15,15,2.666667,-0.768425
2024-05-09 00:00:00.000,liquidswap,42882,10276,167469096842975070,188311637129094180,47,51,4.173025,-0.124456
2024-05-09 00:00:00.000,cellana,19678,2942,2833937188323306,3270046519473227,14,14,6.688647,-0.153888
2024-05-09 00:00:00.000,thala,11452,2176,317154430317995,619977469333213,19,19,5.262868,-0.954813
2024-05-09 00:00:00.000,pancake,9465,3411,58775446150199390,56986755001749190,67,63,2.774846,0.030433
2024-05-09 00:00:00.000,hippo,5717,533,343638273679261,23447852065902,40,38,10.726079,0.931766
2024-05-09 00:00:00.000,sushi,3461,1533,1510831945440,2044124418080,8,11,2.257665,-0.352979
2024-05-09 00:00:00.000,animeswap,539,225,3887305972849,2915766556680,22,25,2.395556,0.249926
2024-05-09 00:00:00.000,auxexchange,530,254,520728979462,2413059723675,13,14,2.086614,-3.634003
2024-05-09 00:00:00.000,cetus,368,16,6155950451,8697923509,11,10,23,-0.412929
2024-05-09 00:00:00.000,batswap,215,80,1270009485301972,1389109580886469,11,19,2.6875,-0.093779
2024-05-08 00:00:00.000,liquidswap,69165,12818,267555639172258100,284414891229911700,77,68,5.395928,-0.063012
2024-05-08 00:00:00.000,cellana,14525,1570,848748480451204,822982815803878,13,13,9.251592,0.030357
2024-05-08 00:00:00.000,thala,12743,2584,116982389844770,226208575802941,18,20,4.931502,-0.933698
2024-05-08 00:00:00.000,pancake,11917,4690,41040709466592300,21545566189537372,75,83,2.540938,0.47502
2024-05-08 00:00:00.000,hippo,7716,682,76316965149190,339765246158479,42,40,11.313783,-3.452028
2024-05-08 00:00:00.000,sushi,2619,872,2500359896054,1976873362387,8,9,3.00344,0.209364
2024-05-08 00:00:00.000,animeswap,525,208,19498250212007,21587397633412,27,30,2.524038,-0.107145
2024-05-08 00:00:00.000,auxexchange,484,250,15238503373,161310722321,13,15,1.936,-9.585733
2024-05-08 00:00:00.000,cetus,360,17,11236312140,8670526863,10,9,21.176471,0.228348
2024-05-08 00:00:00.000,batswap,269,87,2278809860085297,5494998391598430,15,16,3.091954,-1.411346
2024-05-07 00:00:00.000,liquidswap,53617,12701,309048192035956100,332241404443001700,55,58,4.221479,-0.075047
2024-05-07 00:00:00.000,cellana,17395,1524,613762737565208,641107766663775,13,13,11.414042,-0.044553
2024-05-07 00:00:00.000,thala,10542,2265,433195710880307,394648745569503,19,20,4.654305,0.088983
2024-05-07 00:00:00.000,pancake,9658,3632,14597532145131366,1725227638312723,50,56,2.659141,0.881814
2024-05-07 00:00:00.000,hippo,7232,588,1038031440344043,278103822315865,43,41,12.29932,0.732085
2024-05-07 00:00:00.000,sushi,3073,1357,1998537934874,1513850786329,11,10,2.264554,0.242521
2024-05-07 00:00:00.000,auxexchange,523,206,153292875954,81513541824,13,15,2.538835,0.46825
2024-05-07 00:00:00.000,animeswap,453,178,45673403818617,21582849629959,20,22,2.544944,0.527453
2024-05-07 00:00:00.000,cetus,322,25,8135760281,5960434224,9,11,12.88,0.267378
2024-05-07 00:00:00.000,batswap,150,78,1731582223557514,708426864689542,15,16,1.923077,0.590879
2024-05-06 00:00:00.000,liquidswap,47732,11821,466557402142235900,450714567306748700,61,62,4.037899,0.033957
2024-05-06 00:00:00.000,cellana,26763,1453,914485265555853,865711444452711,13,13,18.419133,0.053335
2024-05-06 00:00:00.000,pancake,11180,3164,70658069457155910,58858013307648424,69,65,3.533502,0.167002
2024-05-06 00:00:00.000,hippo,7241,560,640097135386847,97445131701106,40,36,12.930357,0.847765
2024-05-06 00:00:00.000,thala,6846,1584,2330900690527363,2361607311602209,21,20,4.32197,-0.013174
2024-05-06 00:00:00.000,sushi,4123,1782,3083278127061,2667846365604,11,10,2.313692,0.134737
2024-05-06 00:00:00.000,animeswap,643,229,2387871345848,4099459009527,28,27,2.80786,-0.716784
2024-05-06 00:00:00.000,auxexchange,461,222,15968973284,15163388091,13,13,2.076577,0.050447
2024-05-06 00:00:00.000,cetus,363,41,11981378830,10108143545,10,9,8.853659,0.156346
2024-05-06 00:00:00.000,batswap,188,84,26419287013731504,1817396730127568,21,13,2.238095,0.931209
2024-05-05 00:00:00.000,liquidswap,37324,8216,298101289049044400,273822721806500160,44,50,4.542843,0.081444
2024-05-05 00:00:00.000,cellana,33637,1176,891974934718654,899435624008657,13,13,28.602891,-0.008364
2024-05-05 00:00:00.000,pancake,6618,2259,48819644443821950,36088920310440490,45,40,2.929615,0.260771
2024-05-05 00:00:00.000,hippo,4364,468,29331111857121,19966155305681,39,37,9.324786,0.319284
2024-05-05 00:00:00.000,thala,3320,947,622602728932852,419738550981487,21,21,3.505808,0.325832
2024-05-05 00:00:00.000,sushi,2659,1394,1047825061458,1201531473633,8,7,1.907461,-0.146691
2024-05-05 00:00:00.000,animeswap,564,245,22267750939057,23676977878540,24,21,2.302041,-0.063286
2024-05-05 00:00:00.000,auxexchange,393,179,177706059688,223941458013,14,13,2.195531,-0.260179
2024-05-05 00:00:00.000,batswap,217,93,4291226131833862,3052973087331129,14,14,2.333333,0.288555
2024-05-05 00:00:00.000,cetus,193,19,4254482610,5107738443,9,11,10.157895,-0.200555
2024-05-04 00:00:00.000,liquidswap,35445,7893,594430099893639700,580396255920159600,55,59,4.490688,0.023609
2024-05-04 00:00:00.000,cellana,26531,960,606497125041197,599224903424074,13,13,27.636458,0.011991
2024-05-04 00:00:00.000,pancake,6774,2017,32047812907877120,17453676679152460,62,64,3.358453,0.455386
2024-05-04 00:00:00.000,hippo,4904,449,1251001244172335,1299383348131645,38,34,10.922049,-0.038675
2024-05-04 00:00:00.000,thala,3141,832,255008704992692,517067308290788,21,20,3.77524,-1.027646
2024-05-04 00:00:00.000,sushi,2421,1242,1135963972656,1257093329288,7,7,1.949275,-0.106631
2024-05-04 00:00:00.000,batswap,471,103,8102151557823345,7032349326818174,15,18,4.572816,0.132039
2024-05-04 00:00:00.000,animeswap,402,146,530335584722924,661863525000196,27,25,2.753425,-0.248009
2024-05-04 00:00:00.000,auxexchange,331,161,6468617363,6730009726,13,13,2.055901,-0.040409
2024-05-04 00:00:00.000,cetus,221,17,4624536258,5114096156,9,10,13,-0.105861
2024-05-03 00:00:00.000,liquidswap,34343,9218,347397750163713700,598637404538041200,43,44,3.725645,-0.723205
2024-05-03 00:00:00.000,cellana,24517,1067,1080004015396219,1165476979399480,13,13,22.977507,-0.079141
2024-05-03 00:00:00.000,pancake,8829,2315,56176617421190620,76568299007447970,59,63,3.813823,-0.362992
2024-05-03 00:00:00.000,hippo,7224,536,21445497921997464,51900599887232,40,36,13.477612,0.99758
2024-05-03 00:00:00.000,thala,6367,1101,1087262713686333,1270409066419712,19,21,5.782925,-0.168447
2024-05-03 00:00:00.000,sushi,2907,1469,1901114006232,2387261401431,11,12,1.978897,-0.255717
2024-05-03 00:00:00.000,animeswap,521,197,3376313800573,9301873305382,28,26,2.64467,-1.755038
2024-05-03 00:00:00.000,auxexchange,362,172,1836993673290,1780806909899,13,13,2.104651,0.030586
2024-05-03 00:00:00.000,cetus,339,25,6984522840,9170666563,12,14,13.56,-0.312998
2024-05-03 00:00:00.000,batswap,249,89,3796967571906609,27212487196904216,16,22,2.797753,-6.1669
2024-05-02 00:00:00.000,liquidswap,34252,7141,265631324904983420,261708679123153300,43,51,4.796527,0.014767
2024-05-02 00:00:00.000,cellana,24198,1235,1111172667988030,1105897089162474,13,13,19.593522,0.004748
2024-05-02 00:00:00.000,pancake,13980,3278,52896839371265336,32534796072646344,73,71,4.264796,0.384939
2024-05-02 00:00:00.000,hippo,8630,541,437968335967839,257406972600308,42,36,15.951941,0.41227
2024-05-02 00:00:00.000,thala,6156,967,1517511571440329,1518438609162597,19,22,6.366081,-0.000611
2024-05-02 00:00:00.000,sushi,3393,1515,2559263216921,2411797328696,12,12,2.239604,0.05762
2024-05-02 00:00:00.000,auxexchange,757,352,17045605773,115195765056,13,14,2.150568,-5.758092
2024-05-02 00:00:00.000,animeswap,737,263,4774357289462,11613162250534,28,27,2.802281,-1.432403
2024-05-02 00:00:00.000,cetus,444,32,10092726134,9659507977,12,12,13.875,0.042924
2024-05-02 00:00:00.000,batswap,264,99,1263215165248730,1322581119436856,13,15,2.666667,-0.046996
2024-05-01 00:00:00.000,liquidswap,36074,8319,370661231103764900,334852559863518500,44,47,4.336339,0.096608
2024-05-01 00:00:00.000,cellana,22568,953,606519593366696,626790755102469,13,13,23.681007,-0.033422
2024-05-01 00:00:00.000,hippo,16565,725,12744264653598762,896746157735320,39,36,22.848276,0.929635
2024-05-01 00:00:00.000,pancake,15925,3805,487769616507618600,235880544867351500,77,71,4.185283,0.51641
2024-05-01 00:00:00.000,thala,8127,1152,182369374050858,187702965260274,21,22,7.054688,-0.029246
2024-05-01 00:00:00.000,sushi,5287,1503,5787912337341,6218405237520,9,10,3.517631,-0.074378
2024-05-01 00:00:00.000,animeswap,857,242,49955772188812,51541569441667,26,28,3.541322,-0.031744
2024-05-01 00:00:00.000,auxexchange,651,276,2652383812021,391518036496,14,13,2.358696,0.85239
2024-05-01 00:00:00.000,cetus,627,53,21380855416,23582860899,11,11,11.830189,-0.10299
2024-05-01 00:00:00.000,batswap,259,105,349741259537171,833350329003574,13,16,2.466667,-1.382762
2024-04-30 00:00:00.000,liquidswap,51757,12153,314130961236560000,284808956354636130,43,46,4.258784,0.093343
2024-04-30 00:00:00.000,cellana,25185,1352,1179590884230367,1138590190727112,13,13,18.627959,0.034758
2024-04-30 00:00:00.000,hippo,17505,901,133228175596908,170120589377711,41,44,19.428413,-0.276911
2024-04-30 00:00:00.000,pancake,16977,3721,91616097282811940,50765852251321360,89,96,4.562483,0.445885
2024-04-30 00:00:00.000,thala,7677,1251,244329649487283,291287540329697,21,18,6.136691,-0.192191
2024-04-30 00:00:00.000,sushi,4464,1526,5652557499982,4781098078929,9,9,2.925295,0.154171
2024-04-30 00:00:00.000,animeswap,855,265,21829411140193,10697281014118,28,26,3.226415,0.50996
2024-04-30 00:00:00.000,auxexchange,734,330,89622162260,378491803143,14,14,2.224242,-3.223194
2024-04-30 00:00:00.000,cetus,662,53,25840235531,21612914825,10,11,12.490566,0.163595
2024-04-30 00:00:00.000,batswap,259,123,6003480911070702,1651568322142487,15,14,2.105691,0.724898
2024-04-29 00:00:00.000,liquidswap,52627,9782,289373018834097540,291270151565497500,50,48,5.379984,-0.006556
2024-04-29 00:00:00.000,cellana,32171,1107,876042014096959,839550865177858,13,13,29.061427,0.041655
2024-04-29 00:00:00.000,hippo,17760,1462,881897027781414,767679194198345,45,39,12.147743,0.129514
2024-04-29 00:00:00.000,pancake,12339,3134,77313943052336290,69317960175047050,74,77,3.937141,0.103422
2024-04-29 00:00:00.000,thala,8730,1727,55450304233159,147192421461816,18,20,5.055009,-1.654493
2024-04-29 00:00:00.000,sushi,2423,367,3316781396797,3584931054340,10,7,6.60218,-0.080846
2024-04-29 00:00:00.000,animeswap,617,232,19860753966434,12940972226552,25,30,2.659483,0.348415
2024-04-29 00:00:00.000,cetus,457,36,12826066511,13910419643,10,11,12.694444,-0.084543
2024-04-29 00:00:00.000,auxexchange,433,207,13915814760,126263048316,13,13,2.091787,-8.073349
2024-04-29 00:00:00.000,batswap,277,117,2598534020310359,3766346222799601,17,16,2.367521,-0.449412
2024-04-28 00:00:00.000,liquidswap,47734,9402,354802705494807230,376111945332686660,56,51,5.077005,-0.060059
2024-04-28 00:00:00.000,cellana,35006,950,863536436014055,893449905535170,12,13,36.848421,-0.034641
2024-04-28 00:00:00.000,hippo,10845,1354,1507360460148025,647016618358830,42,41,8.009601,0.570762
2024-04-28 00:00:00.000,pancake,10162,2803,149809407156009730,85796207128915070,66,70,3.625401,0.427298
2024-04-28 00:00:00.000,thala,10138,2376,873746778214713,257600903182203,19,19,4.266835,0.705177
2024-04-28 00:00:00.000,sushi,1747,551,1052041280043,1064164260397,10,11,3.170599,-0.011523
2024-04-28 00:00:00.000,animeswap,399,189,17736799763128,60577971922884,30,29,2.111111,-2.415383
2024-04-28 00:00:00.000,auxexchange,359,222,310372927827,255359746046,12,14,1.617117,0.177249
2024-04-28 00:00:00.000,batswap,307,125,19968849003889360,9305062272980514,20,15,2.456,0.534021
2024-04-28 00:00:00.000,cetus,280,34,5499127376,5603009279,12,12,8.235294,-0.018891
2024-04-27 00:00:00.000,liquidswap,46103,7299,434190767608400260,408386049470514050,57,54,6.316345,0.059432
2024-04-27 00:00:00.000,cellana,34920,1149,922023992494750,905111917163672,13,13,30.391645,0.018342
2024-04-27 00:00:00.000,hippo,9421,685,330043706458728,1350431825327085,35,41,13.753285,-3.091676
2024-04-27 00:00:00.000,pancake,9241,2147,45390031442854660,89946705047635470,70,73,4.304145,-0.98164
2024-04-27 00:00:00.000,thala,6330,1518,2480820418369633,1751894402739014,22,22,4.16996,0.293825
2024-04-27 00:00:00.000,sushi,2982,683,2288789178334,2584120959867,12,14,4.366032,-0.129034
2024-04-27 00:00:00.000,auxexchange,433,249,192951576630,177870004792,14,13,1.738956,0.078162
2024-04-27 00:00:00.000,batswap,367,140,92925079338477980,16376166087002490,18,17,2.621429,0.82377
2024-04-27 00:00:00.000,cetus,362,31,9184065035,10401057767,12,11,11.677419,-0.132511
2024-04-27 00:00:00.000,animeswap,358,176,1581739390075,3845919905704,22,22,2.034091,-1.43145
2024-04-26 00:00:00.000,liquidswap,44290,8216,245903621001336480,246731920737885950,68,68,5.390701,-0.003368
2024-04-26 00:00:00.000,cellana,29713,1170,837345749890187,828871519805485,13,13,25.395726,0.01012
2024-04-26 00:00:00.000,hippo,11237,1108,102920352906110,676779607684731,37,38,10.141697,-5.575761
2024-04-26 00:00:00.000,pancake,10707,3161,35469571762471670,98072251905765780,80,88,3.387219,-1.764969
2024-04-26 00:00:00.000,thala,5677,1589,68356584254277,775105016755925,17,18,3.572687,-10.339142
2024-04-26 00:00:00.000,sushi,2591,769,2445711264337,1981767833076,7,7,3.369311,0.189697
2024-04-26 00:00:00.000,batswap,571,256,30389170482533016,15704080448169460,16,14,2.230469,0.483234
2024-04-26 00:00:00.000,animeswap,371,153,45678976693386,30858226045221,24,26,2.424837,0.324455
2024-04-26 00:00:00.000,auxexchange,329,200,250527101176,1111732504351,13,14,1.645,-3.437574
2024-04-26 00:00:00.000,cetus,291,26,9683301320,7652538190,10,9,11.192308,0.209718
2024-04-25 00:00:00.000,liquidswap,53230,9498,335282602161596860,303152553096130500,46,49,5.604338,0.09583
2024-04-25 00:00:00.000,cellana,29730,1514,807827595158952,808538199679329,13,13,19.636724,-0.00088
2024-04-25 00:00:00.000,hippo,12608,1089,330298632639682,356691452976431,37,39,11.577594,-0.079906
2024-04-25 00:00:00.000,thala,12204,2740,1300036624862955,1364552998847104,19,18,4.454015,-0.049627
2024-04-25 00:00:00.000,pancake,10573,2471,185268611327394980,56095813788060120,69,63,4.278834,0.697219
2024-04-25 00:00:00.000,sushi,2677,607,3084340581372,2884947516313,12,11,4.410214,0.064647
2024-04-25 00:00:00.000,auxexchange,464,250,2959992735503,3737415323608,14,14,1.856,-0.262643
2024-04-25 00:00:00.000,cetus,389,37,12250886852,11422426951,11,11,10.513514,0.067624
2024-04-25 00:00:00.000,animeswap,367,193,5817954083584,10520174968404,23,27,1.901554,-0.808226
2024-04-25 00:00:00.000,batswap,263,89,36074421200423570,2520116627636795,17,17,2.955056,0.930141
2024-04-24 00:00:00.000,liquidswap,57775,8946,244078599862355500,245480108128516130,46,46,6.458194,-0.005742
2024-04-24 00:00:00.000,cellana,30430,1125,916002566745683,880718134171926,13,13,27.048889,0.03852
2024-04-24 00:00:00.000,pancake,11651,3449,302753846637748000,146596807743101700,72,71,3.378081,0.515789
2024-04-24 00:00:00.000,thala,9523,2437,360365204291165,188310596428532,20,20,3.907673,0.477445
2024-04-24 00:00:00.000,hippo,7404,244,18778645839964,18157972747824,31,31,30.344262,0.033052
2024-04-24 00:00:00.000,sushi,4323,1199,4579744290518,3359639479775,12,11,3.605505,0.266413
2024-04-24 00:00:00.000,animeswap,465,204,27581670525602,15164603564709,27,29,2.279412,0.450193
2024-04-24 00:00:00.000,auxexchange,461,243,364714174525,1879902693468,14,13,1.897119,-4.154455
2024-04-24 00:00:00.000,cetus,432,39,17082035988,11322629343,10,12,11.076923,0.337162
2024-04-24 00:00:00.000,batswap,306,127,48126413466400770,9716739477907780,18,19,2.409449,0.7981
2024-04-23 00:00:00.000,liquidswap,58202,9387,283836744297881820,267424102437403780,49,51,6.200277,0.057824
2024-04-23 00:00:00.000,cellana,19135,1204,737591030171676,722977688006478,13,13,15.892857,0.019812
2024-04-23 00:00:00.000,pancake,11837,3581,43486222813978680,52525240755297020,105,103,3.305501,-0.207859
2024-04-23 00:00:00.000,thala,6962,1880,1249277946620912,1114053048378676,20,20,3.703191,0.108242
2024-04-23 00:00:00.000,sushi,4657,2268,2842074746894,2001873141438,10,11,2.053351,0.29563
2024-04-23 00:00:00.000,hippo,3321,30,2554360365988,12068437681487,19,20,110.7,-3.724642
2024-04-23 00:00:00.000,batswap,454,112,25390796624701330,27937127887283148,17,20,4.053571,-0.100286
2024-04-23 00:00:00.000,animeswap,383,194,4517115660672,2091383468834,26,28,1.974227,0.537009
2024-04-23 00:00:00.000,auxexchange,372,221,1189735291016,4452132538742,12,13,1.683258,-2.74212
2024-04-23 00:00:00.000,cetus,279,25,10318639967,6665508630,10,11,11.16,0.354032
2024-04-22 00:00:00.000,liquidswap,51030,9376,276211260755216900,284362759325631360,48,51,5.442619,-0.029512
2024-04-22 00:00:00.000,cellana,27045,1188,921634949373959,899695196424829,13,13,22.765152,0.023805
2024-04-22 00:00:00.000,pancake,13022,4742,47619213156027740,33602046293530880,89,86,2.746099,0.294359
2024-04-22 00:00:00.000,thala,7095,1647,82551514509298,95098988547727,19,21,4.307832,-0.151996
2024-04-22 00:00:00.000,sushi,4696,2093,3429607986015,3819679574120,11,11,2.243669,-0.113736
2024-04-22 00:00:00.000,hippo,4364,204,5763048672993,6129410571426,25,26,21.392157,-0.063571
2024-04-22 00:00:00.000,auxexchange,447,229,4548889068155,2086286361779,13,14,1.951965,0.541364
2024-04-22 00:00:00.000,batswap,427,105,46226707886201150,14900647396359994,18,21,4.066667,0.677662
2024-04-22 00:00:00.000,animeswap,378,195,7596631773464,2877159203118,23,24,1.938462,0.621259
2024-04-22 00:00:00.000,cetus,348,50,9534571867,11425636810,10,10,6.96,-0.198338
2024-04-21 00:00:00.000,liquidswap,48807,7804,324698577826642200,288422473353666900,49,55,6.2541,0.111722
2024-04-21 00:00:00.000,cellana,26363,970,871008669128835,842330891952334,13,13,27.178351,0.032925
2024-04-21 00:00:00.000,pancake,8620,2630,51791722125839040,172846503142681300,85,83,3.277567,-2.337338
2024-04-21 00:00:00.000,hippo,7528,786,52035304749057,78278140914187,37,37,9.577608,-0.504328
2024-04-21 00:00:00.000,thala,5831,1519,44541517117070,45873077520111,18,19,3.83871,-0.029895
2024-04-21 00:00:00.000,sushi,3498,1404,2682228629756,2235031112810,8,11,2.491453,0.166726
2024-04-21 00:00:00.000,auxexchange,390,239,53420179020,194073244355,12,14,1.631799,-2.632958
2024-04-21 00:00:00.000,animeswap,348,180,67896394253872,52298449832535,26,24,1.933333,0.229732
2024-04-21 00:00:00.000,batswap,343,81,72133501054584400,44152381480224184,17,16,4.234568,0.387907
2024-04-21 00:00:00.000,cetus,321,27,9392022439,7393551401,9,10,11.888889,0.212784
2024-04-20 00:00:00.000,liquidswap,44867,8557,254271167692358750,266609183247662750,49,49,5.24331,-0.048523
2024-04-20 00:00:00.000,cellana,30404,1129,1269859855295707,1339689680312295,13,13,26.930027,-0.05499
2024-04-20 00:00:00.000,pancake,14098,3217,55056409059340984,57343730773522640,113,115,4.382344,-0.041545
2024-04-20 00:00:00.000,hippo,11509,715,7734249618994907,240579554462912,40,42,16.096503,0.968894
2024-04-20 00:00:00.000,thala,6135,1133,74145420838213,103193597023871,17,19,5.414828,-0.391773
2024-04-20 00:00:00.000,sushi,4098,1357,2414781383817,3896676203816,10,6,3.019897,-0.613677
2024-04-20 00:00:00.000,auxexchange,735,322,3137661808363,2817843923117,13,14,2.282609,0.101929
2024-04-20 00:00:00.000,batswap,617,131,421796416632417800,971492359307118200,19,22,4.709924,-1.303226
2024-04-20 00:00:00.000,cetus,423,51,8552625101,15378234466,10,10,8.294118,-0.798072
2024-04-20 00:00:00.000,animeswap,388,189,23622683825648,23671407575345,23,27,2.05291,-0.002063
2024-04-19 00:00:00.000,liquidswap,45518,7964,338638424459517700,316460657160632450,46,46,5.71547,0.065491
2024-04-19 00:00:00.000,cellana,31436,1068,1278106711487964,1331967961229242,13,13,29.434457,-0.042141
2024-04-19 00:00:00.000,hippo,17603,748,9521651550711852,26122150087708824,37,42,23.533422,-1.743447
2024-04-19 00:00:00.000,pancake,15568,2549,204185269853659680,184561294368143840,78,78,6.107493,0.096109
