SWAP_DATE,PLATFORM,TOTAL_SWAPS,UNIQUE_SWAPPERS,TOTAL_AMOUNT_IN,TOTAL_AMOUNT_OUT,UNIQUE_TOKENS_IN,UNIQUE_TOKENS_OUT,AVG_SWAPS_PER_USER,IMPLIED_FEE_PERCENTAGE
2024-07-22 00:00:00.000,pancake,7651,3313,4961713342734874,2483270588194673,40,37,2.309387,0.499513
2024-07-22 00:00:00.000,hippo,4253,597,2326102986399922,2000183499817591,33,30,7.123953,0.140114
2024-07-22 00:00:00.000,sushi,1880,443,3869792215592,3057744902330,10,10,4.243792,0.209843
2024-07-22 00:00:00.000,auxexchange,669,431,3092609212224,4495490784819,13,13,1.552204,-0.453624
2024-07-22 00:00:00.000,cetus,423,11,12447291237,8572264554,8,9,38.454545,0.311315
2024-07-22 00:00:00.000,animeswap,383,234,9462423825497,645684451235,19,18,1.636752,0.931763
2024-07-22 00:00:00.000,batswap,68,25,4041363387218,3850315223290697,8,12,2.72,-951.726804
2024-07-21 00:00:00.000,cellana,28286,2307,5381792088235855,5167185684720965,17,17,12.260945,0.039876
2024-07-21 00:00:00.000,thala,24355,1416,163251646887340,157442728212662,19,20,17.199859,0.035583
2024-07-21 00:00:00.000,liquidswap,19170,5296,10124410192210321000,122890135336942240,43,44,3.619713,0.987862
2024-07-21 00:00:00.000,pancake,7702,2583,1981609708699679,1552737136221061,35,34,2.981804,0.216426
2024-07-21 00:00:00.000,hippo,7637,960,432536035159749,1635052347907498,33,32,7.955208,-2.780153
2024-07-21 00:00:00.000,sushi,3372,1264,2875421795271,3142969339882,13,12,2.667722,-0.093046
2024-07-21 00:00:00.000,animeswap,635,324,146052075885512,95111166485188,20,20,1.959877,0.348786
2024-07-21 00:00:00.000,auxexchange,536,390,124017400545,18648195856,14,13,1.374359,0.849632
2024-07-21 00:00:00.000,cetus,393,14,11345043433,12614405552,8,10,28.071429,-0.111887
2024-07-21 00:00:00.000,batswap,59,23,1776270816759117,962343292742388,8,10,2.565217,0.458223
2024-07-20 00:00:00.000,cellana,25866,2143,4782397501027476,4660200181131864,17,17,12.069995,0.025551
2024-07-20 00:00:00.000,thala,18246,1215,102471055584179,98428767346603,18,18,15.017284,0.039448
2024-07-20 00:00:00.000,liquidswap,13926,4544,3360150255154266000,127280237623015040,54,57,3.064701,0.962121
2024-07-20 00:00:00.000,pancake,4925,1700,3059385007715532,2437384212577503,41,40,2.897059,0.203309
2024-07-20 00:00:00.000,hippo,4130,649,323060379788144,436550723548681,33,33,6.363636,-0.351298
2024-07-20 00:00:00.000,sushi,1262,387,1216479841216,1037451801597,13,12,3.260982,0.147169
2024-07-20 00:00:00.000,auxexchange,486,369,27136834639,14539689402,12,12,1.317073,0.464208
2024-07-20 00:00:00.000,cetus,242,11,5224069946,4430392516,8,9,22,0.151927
2024-07-20 00:00:00.000,animeswap,221,178,42810367475,36587280173672,20,18,1.241573,-853.635976
2024-07-20 00:00:00.000,batswap,68,18,245688852955766,598429421818465,12,11,3.777778,-1.435721
2024-07-19 00:00:00.000,cellana,28750,2156,5690833378791934,5511864152921301,17,16,13.334879,0.031449
2024-07-19 00:00:00.000,thala,21589,1455,116010832107117,108462336506184,20,20,14.837801,0.065067
2024-07-19 00:00:00.000,liquidswap,16897,4668,153626639347049630,139259578825408540,49,50,3.619751,0.093519
2024-07-19 00:00:00.000,pancake,8323,2046,6779401618706738,2767763991536159,42,43,4.067937,0.591739
2024-07-19 00:00:00.000,hippo,6593,951,1012497989693306,2812086636535881,44,37,6.932702,-1.777375
2024-07-19 00:00:00.000,sushi,2510,504,3529958672717,4950362295033,9,11,4.980159,-0.402385
2024-07-19 00:00:00.000,auxexchange,659,439,776082596535,4030406251440,14,13,1.501139,-4.19327
2024-07-19 00:00:00.000,cetus,516,35,11101740112,17736135630,12,13,14.742857,-0.5976
2024-07-19 00:00:00.000,animeswap,414,249,9808100046486,16680321812183,19,21,1.662651,-0.700668
2024-07-19 00:00:00.000,batswap,106,21,511182251740927,155492194317151,13,10,5.047619,0.695818
2024-07-18 00:00:00.000,cellana,28181,2484,4805606558542197,4971412052339514,17,17,11.345008,-0.034503
2024-07-18 00:00:00.000,thala,19576,1538,112581662554150,86028052684974,19,18,12.728218,0.235861
2024-07-18 00:00:00.000,liquidswap,16236,4732,209747400725836200,186314390774790000,43,46,3.431107,0.11172
2024-07-18 00:00:00.000,pancake,7632,2391,18894765047104580,10132703266431244,38,37,3.19197,0.46373
2024-07-18 00:00:00.000,hippo,4601,562,9216761459847380,2542382451280058,34,31,8.186833,0.724157
2024-07-18 00:00:00.000,sushi,2418,701,3617696720291,3298639378621,8,11,3.449358,0.088194
2024-07-18 00:00:00.000,auxexchange,1219,868,459041500669,179351034614,15,14,1.404378,0.609292
2024-07-18 00:00:00.000,cetus,559,18,13951717843,12334475457,9,9,31.055556,0.115917
2024-07-18 00:00:00.000,animeswap,469,308,10783109476028,19638300802041,20,18,1.522727,-0.821209
2024-07-18 00:00:00.000,batswap,61,16,464551744562155,56114108842684,9,8,3.8125,0.879208
2024-07-17 00:00:00.000,cellana,28885,2190,5172787843308138,7455607147129503,17,17,13.189498,-0.441313
2024-07-17 00:00:00.000,thala,27389,3098,180115162031047,197642575162295,18,19,8.840865,-0.097312
2024-07-17 00:00:00.000,liquidswap,23183,6359,252716665139040830,262210993408760130,55,56,3.645699,-0.037569
2024-07-17 00:00:00.000,pancake,9705,3575,123358888152134960,45114098173787360,41,44,2.714685,0.634286
2024-07-17 00:00:00.000,hippo,7647,782,2289319381722483,10677413138785956,35,35,9.778772,-3.664012
2024-07-17 00:00:00.000,sushi,2573,866,4356113432507,4394133406712,10,13,2.971132,-0.008728
2024-07-17 00:00:00.000,auxexchange,1733,1226,2069602989085,547785675633,13,14,1.41354,0.735318
2024-07-17 00:00:00.000,cetus,771,32,16794741020,17122678305,8,11,24.09375,-0.019526
2024-07-17 00:00:00.000,animeswap,609,396,38474508055169,21582054688576,21,21,1.537879,0.439056
2024-07-17 00:00:00.000,batswap,120,19,442373180071802,23841696018383,12,10,6.315789,0.946105
2024-07-16 00:00:00.000,liquidswap,30299,10314,222250432559716220,220698249570111900,55,61,2.937658,0.006984
2024-07-16 00:00:00.000,thala,29938,4148,135797077896959,153018391365520,20,19,7.217454,-0.126817
2024-07-16 00:00:00.000,cellana,27305,2147,5868595954921141,4213505773208431,17,17,12.717746,0.282025
2024-07-16 00:00:00.000,pancake,12698,5469,161772609611507650,104404282094357840,52,49,2.321814,0.354623
2024-07-16 00:00:00.000,hippo,6953,635,2045294808360078,2821938321818504,34,30,10.949606,-0.379722
2024-07-16 00:00:00.000,auxexchange,5702,4126,473956820477,3317988802620,15,14,1.381968,-6.000614
2024-07-16 00:00:00.000,sushi,2775,1245,4596063552753,4882399531208,13,13,2.228916,-0.0623
2024-07-16 00:00:00.000,cetus,1487,33,21263257626,22606040117,10,11,45.060606,-0.06315
2024-07-16 00:00:00.000,animeswap,940,705,15306829442562,347788111592,24,22,1.333333,0.977279
2024-07-16 00:00:00.000,batswap,161,26,757777736043617,447916436775119,14,14,6.192308,0.408908
2024-07-15 00:00:00.000,liquidswap,24815,8286,232985759852842720,247701455705807230,57,63,2.994811,-0.063161
2024-07-15 00:00:00.000,cellana,24402,2063,5044344087632209,4769828082672615,17,17,11.828405,0.054421
2024-07-15 00:00:00.000,thala,19269,1385,329891369864162,314680667195005,24,22,13.912635,0.046108
2024-07-15 00:00:00.000,pancake,8018,3507,99801464580377250,9902012445802354,48,47,2.286285,0.900783
2024-07-15 00:00:00.000,auxexchange,4748,3337,205744422260,221085896755,12,14,1.422835,-0.074566
2024-07-15 00:00:00.000,hippo,4167,383,593978730084647,1252870144600483,30,33,10.879896,-1.109285
2024-07-15 00:00:00.000,sushi,2066,650,2630182774185,3728361129934,13,17,3.178462,-0.417529
2024-07-15 00:00:00.000,cetus,1006,22,10872410368,15871512418,9,10,45.727273,-0.459797
2024-07-15 00:00:00.000,animeswap,638,458,7045740448387,24531351007234,23,21,1.393013,-2.481728
2024-07-15 00:00:00.000,batswap,90,28,3819631100616310,693854099445560,9,17,3.214286,0.818345
2024-07-14 00:00:00.000,cellana,27470,1958,5486704506027405,5555411666848201,16,17,14.029622,-0.012522
2024-07-14 00:00:00.000,thala,20293,1128,92406445394919,100020620450979,17,19,17.990248,-0.082399
2024-07-14 00:00:00.000,liquidswap,18028,2791,298339728640347840,303719399744147800,45,52,6.459334,-0.018032
2024-07-14 00:00:00.000,hippo,4618,250,5253565886122842,1907687233898913,36,33,18.472,0.636878
2024-07-14 00:00:00.000,pancake,4198,901,102549272220371000,4748197657049385,45,46,4.659267,0.953698
2024-07-14 00:00:00.000,sushi,1240,172,1405431151535,2406633780034,13,9,7.209302,-0.712381
2024-07-14 00:00:00.000,auxexchange,337,191,1318738848988,317231810631,11,13,1.764398,0.759443
2024-07-14 00:00:00.000,cetus,229,23,5707962929,10450918466,9,11,9.956522,-0.830937
2024-07-14 00:00:00.000,animeswap,226,139,10154860434329,2640833856040,20,18,1.625899,0.739944
2024-07-14 00:00:00.000,batswap,88,20,665933126143042,1566655546011332,12,14,4.4,-1.352572
2024-07-13 00:00:00.000,cellana,25868,2071,5060914648698853,4981575491272066,16,17,12.490584,0.015677
2024-07-13 00:00:00.000,thala,16648,835,68663671061803,88011982970909,19,19,19.937725,-0.281784
2024-07-13 00:00:00.000,liquidswap,16006,2245,354721451105720400,260083612341583400,46,49,7.129621,0.266795
2024-07-13 00:00:00.000,pancake,3646,1190,37856752646907144,33795201701291496,40,38,3.063866,0.107287
2024-07-13 00:00:00.000,hippo,3254,323,6622937105189445,14039619201496230,35,35,10.074303,-1.119848
2024-07-13 00:00:00.000,sushi,1013,288,986339113910,2037779659670,8,7,3.517361,-1.066003
2024-07-13 00:00:00.000,auxexchange,294,167,43720573232,46273779280,11,12,1.760479,-0.058398
2024-07-13 00:00:00.000,animeswap,234,136,14632232446577,22855575937510,16,15,1.720588,-0.562002
2024-07-13 00:00:00.000,cetus,172,16,3156012719,8079608849,10,8,10.75,-1.560069
2024-07-13 00:00:00.000,batswap,61,15,321457957467905,416441319925361,10,10,4.066667,-0.295477
2024-07-12 00:00:00.000,cellana,26894,2210,4409720106632426,3896436428059492,17,17,12.169231,0.116398
2024-07-12 00:00:00.000,liquidswap,17744,2608,302218826071459140,285044601023989760,45,54,6.803681,0.056827
2024-07-12 00:00:00.000,thala,17606,874,99680266727799,94567976263766,19,18,20.144165,0.051287
2024-07-12 00:00:00.000,pancake,4158,1085,10889299606300888,9198168094981144,41,35,3.832258,0.155302
2024-07-12 00:00:00.000,hippo,3260,314,4884352933447671,3045386541425392,33,30,10.382166,0.376502
2024-07-12 00:00:00.000,sushi,1043,234,2588753124362,2809037256579,7,9,4.457265,-0.085093
2024-07-12 00:00:00.000,auxexchange,367,199,29393402421,35504210784,12,13,1.844221,-0.207897
2024-07-12 00:00:00.000,cetus,307,14,9458211988,9934664277,9,9,21.928571,-0.050374
2024-07-12 00:00:00.000,animeswap,249,139,11187711315348,125956727060,20,16,1.791367,0.988742
2024-07-12 00:00:00.000,batswap,75,15,1747434755156709,668428892112158,8,14,5,0.61748
2024-07-11 00:00:00.000,cellana,28293,2453,5378756892575637,5984572725847488,17,17,11.53404,-0.112631
2024-07-11 00:00:00.000,liquidswap,18021,2653,264695573882605900,256682487791458460,46,47,6.792688,0.030273
2024-07-11 00:00:00.000,thala,17982,719,98768778485309,114175743652647,18,19,25.009736,-0.15599
2024-07-11 00:00:00.000,pancake,5288,1264,9468102740923544,2901606665884143,46,43,4.183544,0.693539
2024-07-11 00:00:00.000,hippo,3482,260,241870236705404,583636960963227,33,30,13.392308,-1.413017
2024-07-11 00:00:00.000,sushi,1117,183,3664535735559,3240021470944,11,9,6.103825,0.115844
2024-07-11 00:00:00.000,auxexchange,474,227,2306045163274,394348546936,12,12,2.088106,0.828994
2024-07-11 00:00:00.000,cetus,327,30,11489328256,9995397073,10,9,10.9,0.130028
2024-07-11 00:00:00.000,animeswap,267,149,16526548506336,24888139552947,17,19,1.791946,-0.505949
2024-07-11 00:00:00.000,batswap,97,21,71556939411944,164499365043978,9,8,4.619048,-1.29886
2024-07-10 00:00:00.000,cellana,27800,2155,5861113555736412,4948176171380722,17,17,12.900232,0.155762
2024-07-10 00:00:00.000,thala,19604,752,129600142129195,106892597081022,18,18,26.069149,0.175212
2024-07-10 00:00:00.000,liquidswap,18256,3264,282593370728545100,304546142128001900,47,50,5.593137,-0.077683
2024-07-10 00:00:00.000,pancake,5516,1639,3820640061398217,1446220028354576,44,44,3.365467,0.621472
2024-07-10 00:00:00.000,hippo,4096,338,33648067377123,859919023477766,36,38,12.118343,-24.556268
2024-07-10 00:00:00.000,sushi,1208,269,3433551800768,3938993642248,11,9,4.490706,-0.147207
2024-07-10 00:00:00.000,auxexchange,383,168,133052542182,144076410256,15,15,2.279762,-0.082853
2024-07-10 00:00:00.000,cetus,354,18,9489477618,11755651716,11,11,19.666667,-0.238809
2024-07-10 00:00:00.000,animeswap,341,173,115062586135359,97521725253988,20,17,1.971098,0.152446
2024-07-10 00:00:00.000,batswap,122,26,1626552038554884,512020823704557,12,11,4.692308,0.685211
2024-07-09 00:00:00.000,cellana,28789,2126,6309694192283339,6743117364139234,17,17,13.541392,-0.068692
2024-07-09 00:00:00.000,thala,22038,1273,83151253784660,70441709761256,20,19,17.311862,0.152848
2024-07-09 00:00:00.000,liquidswap,21746,3611,315823086780345800,313465211874862000,49,65,6.022155,0.007466
2024-07-09 00:00:00.000,pancake,5074,1264,1755006666706822,1651552052547828,38,42,4.014241,0.058948
2024-07-09 00:00:00.000,hippo,4970,357,398865203946888,1153963513477716,31,33,13.921569,-1.893117
2024-07-09 00:00:00.000,sushi,1376,213,3948699254417,4688675587070,9,9,6.460094,-0.187397
2024-07-09 00:00:00.000,auxexchange,368,201,204933409401,173195818616,10,14,1.830846,0.154868
2024-07-09 00:00:00.000,cetus,364,35,11052712978,14585115034,10,10,10.4,-0.319596
2024-07-09 00:00:00.000,animeswap,259,146,18659500126910,17798908893377,19,21,1.773973,0.046121
2024-07-09 00:00:00.000,batswap,99,22,1709304824749886,500735409756960,14,10,4.5,0.707053
2024-07-08 00:00:00.000,thala,33635,2534,137204390447090,151405073365294,17,19,13.273481,-0.1035
2024-07-08 00:00:00.000,cellana,33495,2225,6489509692045805,6257295261676214,17,17,15.053933,0.035783
2024-07-08 00:00:00.000,liquidswap,27835,4728,893135646638561900,343974625753385860,45,50,5.887267,0.614869
2024-07-08 00:00:00.000,hippo,14384,345,3754483202132829,1953642638028688,33,33,41.692754,0.479651
2024-07-08 00:00:00.000,pancake,8457,1143,32348073635090980,10501857803833524,37,39,7.39895,0.675348
2024-07-08 00:00:00.000,sushi,2753,206,8754031706024,9761924730373,10,10,13.364078,-0.115135
2024-07-08 00:00:00.000,cetus,771,53,30079452692,34613226500,10,11,14.54717,-0.150727
2024-07-08 00:00:00.000,auxexchange,734,280,1125026647166,187406282128,13,13,2.621429,0.833421
2024-07-08 00:00:00.000,animeswap,544,223,5742342972629,194629372295,17,17,2.439462,0.966106
2024-07-08 00:00:00.000,batswap,135,16,19992082434749468,82951115926382,9,8,8.4375,0.995851
2024-07-07 00:00:00.000,thala,31336,2712,91283238817477,96910459775983,17,18,11.554572,-0.061646
2024-07-07 00:00:00.000,liquidswap,29262,5320,4034288862601823000,4400407598609509000,40,45,5.500376,-0.090752
2024-07-07 00:00:00.000,cellana,25781,2134,5840420072795700,4815196264233573,17,17,12.081068,0.175539
2024-07-07 00:00:00.000,hippo,7840,390,949632443068536,5900441748505548,34,36,20.102564,-5.213395
2024-07-07 00:00:00.000,pancake,5254,1204,1968366713487954,12743331048570272,37,37,4.363787,-5.474063
2024-07-07 00:00:00.000,sushi,1902,274,4161081188747,2402042660639,7,8,6.941606,0.422736
2024-07-07 00:00:00.000,auxexchange,339,165,11327330414,27044602766,11,13,2.054545,-1.387553
2024-07-07 00:00:00.000,cetus,328,28,17433262993,9483161925,9,10,11.714286,0.456031
2024-07-07 00:00:00.000,animeswap,267,141,1701638349267,3649733968605,18,19,1.893617,-1.144835
2024-07-07 00:00:00.000,batswap,83,29,78375513967488,104487099154674,10,11,2.862069,-0.33316
2024-07-06 00:00:00.000,cellana,28441,2077,5136042719700964,5245188442581778,17,17,13.693308,-0.021251
2024-07-06 00:00:00.000,liquidswap,27220,3333,277149221886249700,292317532896288060,43,50,8.166817,-0.05473
2024-07-06 00:00:00.000,thala,20869,724,92954115517111,97461921316923,17,17,28.824586,-0.048495
2024-07-06 00:00:00.000,hippo,5969,358,5602251108252471,11254572284119786,36,37,16.673184,-1.008937
2024-07-06 00:00:00.000,pancake,5452,1116,157313527577929440,171087341931759140,37,38,4.885305,-0.087556
2024-07-06 00:00:00.000,sushi,1958,208,2449536472169,4276684916257,9,6,9.413462,-0.745916
2024-07-06 00:00:00.000,auxexchange,563,247,139030499381,152387053077,10,14,2.279352,-0.096069
2024-07-06 00:00:00.000,cetus,339,33,9166213887,17619221840,11,9,10.272727,-0.922192
2024-07-06 00:00:00.000,animeswap,324,174,1817091560394,8048292116264,21,22,1.862069,-3.429217
2024-07-06 00:00:00.000,batswap,110,14,148244577564859,179354447569740,14,12,7.857143,-0.209855
2024-07-05 00:00:00.000,liquidswap,85255,4265,439732951423004400,459022515867865540,47,49,19.989449,-0.043867
2024-07-05 00:00:00.000,cellana,35448,2441,6841903214633685,5684707607146927,17,17,14.521917,0.169134
2024-07-05 00:00:00.000,thala,29282,1067,227430793440971,237954499189817,20,19,27.443299,-0.046272
2024-07-05 00:00:00.000,hippo,18506,677,14257066360362812,11145698270196954,36,35,27.335303,0.218233
2024-07-05 00:00:00.000,pancake,12476,1405,89576320813765010,52178914471099760,50,45,8.879715,0.417492
2024-07-05 00:00:00.000,sushi,4159,241,13174226764838,11356683346084,11,12,17.257261,0.137962
2024-07-05 00:00:00.000,cetus,1011,87,46205966086,37743146245,14,12,11.62069,0.183154
2024-07-05 00:00:00.000,auxexchange,1005,350,2463084640395,1489714557482,14,14,2.871429,0.395183
2024-07-05 00:00:00.000,animeswap,779,287,5116864451473,935230765337,18,21,2.714286,0.817226
2024-07-05 00:00:00.000,batswap,229,37,197693166465561,697064032033505,13,13,6.189189,-2.52599
2024-07-04 00:00:00.000,cellana,33210,3063,5960989899900097,5684384051448637,17,17,10.842311,0.046403
2024-07-04 00:00:00.000,liquidswap,32812,5454,313936441956013600,303731890839453630,46,47,6.016135,0.032505
2024-07-04 00:00:00.000,thala,27241,845,145523912069502,133257684801570,17,17,32.23787,0.08429
2024-07-04 00:00:00.000,hippo,9812,421,5419010714965134,27533568555803336,36,34,23.306413,-4.080922
2024-07-04 00:00:00.000,pancake,7751,1612,109107180142233340,93615191007414940,40,39,4.808313,0.141989
2024-07-04 00:00:00.000,sushi,2015,231,5856424831247,3456719271118,6,10,8.722944,0.409756
2024-07-04 00:00:00.000,auxexchange,741,327,99707319110,129931110334,14,12,2.266055,-0.303125
2024-07-04 00:00:00.000,cetus,528,39,22731398031,11799327460,10,10,13.538462,0.480924
2024-07-04 00:00:00.000,animeswap,466,243,19419328833079,22061908028502,21,19,1.917695,-0.13608
2024-07-04 00:00:00.000,batswap,128,23,440971830475365,94552736500385,14,11,5.565217,0.785581
2024-07-03 00:00:00.000,liquidswap,39824,3607,317340577012853100,306879800602408500,47,46,11.040754,0.032964
2024-07-03 00:00:00.000,cellana,32837,2543,5355537916512813,5295769959548700,17,16,12.912702,0.01116
2024-07-03 00:00:00.000,thala,12491,943,111049088763675,96544962306651,19,18,13.246023,0.13061
2024-07-03 00:00:00.000,pancake,5129,1626,5291654891932678,4727004915553420,42,41,3.154367,0.106706
2024-07-03 00:00:00.000,hippo,5074,540,970592298558416,24502800889143556,37,39,9.396296,-24.245204
2024-07-03 00:00:00.000,sushi,1351,176,2902266358481,1708072520105,11,12,7.676136,0.411469
2024-07-03 00:00:00.000,auxexchange,312,160,19308203688,17293264591,13,11,1.95,0.104357
2024-07-03 00:00:00.000,cetus,242,28,10167866238,4879164841,10,9,8.642857,0.520139
2024-07-03 00:00:00.000,animeswap,220,137,317260653940,267215483694,18,19,1.605839,0.157741
2024-07-03 00:00:00.000,batswap,102,35,2064575101230254,471528020542406,15,10,2.914286,0.77161
2024-07-02 00:00:00.000,cellana,33799,2564,4216005080309083,3541343390439804,17,17,13.182137,0.160024
2024-07-02 00:00:00.000,liquidswap,22645,3508,225451779040362500,233040223825879500,47,50,6.455245,-0.033659
2024-07-02 00:00:00.000,thala,5697,774,46130042545523,76728677829353,17,17,7.360465,-0.663313
2024-07-02 00:00:00.000,pancake,4468,1420,18111180322615636,8384780521463807,46,43,3.146479,0.537038
2024-07-02 00:00:00.000,hippo,3155,454,9823623648886732,6051424963212066,44,39,6.949339,0.383993
2024-07-02 00:00:00.000,sushi,850,210,1479206086394,1172762478565,5,10,4.047619,0.207168
2024-07-02 00:00:00.000,auxexchange,218,110,143909614921,53000261441,12,13,1.981818,0.631711
2024-07-02 00:00:00.000,animeswap,195,117,11873810165064,12599956943106,19,20,1.666667,-0.061155
2024-07-02 00:00:00.000,cetus,175,30,4845374545,3118659849,10,10,5.833333,0.356364
2024-07-02 00:00:00.000,batswap,64,17,640593714707145,554369814965459,7,10,3.764706,0.1346
2024-07-01 00:00:00.000,cellana,36172,3010,5643206102287738,6254072193135823,17,17,12.017276,-0.108248
2024-07-01 00:00:00.000,liquidswap,35270,3517,313435847617895900,285795194977841820,48,52,10.028433,0.088186
2024-07-01 00:00:00.000,thala,22095,608,103564357551412,107716193977792,17,17,36.340461,-0.040089
2024-07-01 00:00:00.000,pancake,4864,1272,15112816260024988,25638998660518140,41,38,3.823899,-0.696507
2024-07-01 00:00:00.000,hippo,2781,308,19406814462444116,13305722505166288,39,37,9.029221,0.314379
2024-07-01 00:00:00.000,sushi,990,176,1793426032377,1822603565506,10,11,5.625,-0.016269
2024-07-01 00:00:00.000,auxexchange,232,144,2070888908838,5858755014915,12,15,1.611111,-1.829102
2024-07-01 00:00:00.000,animeswap,199,133,14096706283499,16267969744792,18,17,1.496241,-0.154026
2024-07-01 00:00:00.000,cetus,187,17,5557895075,5879558942,8,8,11,-0.057875
2024-07-01 00:00:00.000,batswap,85,31,847045244472887,19058016542196,17,10,2.741935,0.977501
2024-06-30 00:00:00.000,cellana,35347,2556,5908504550707025,8695931633351392,17,17,13.82903,-0.471765
2024-06-30 00:00:00.000,thala,29652,758,197126041286806,200540248922877,19,17,39.118734,-0.01732
2024-06-30 00:00:00.000,liquidswap,21641,3849,4838595977538510000,4074693408912246300,48,51,5.622499,0.157877
2024-06-30 00:00:00.000,pancake,4655,1431,11846664836582616,2158848033515946,46,43,3.25297,0.817767
2024-06-30 00:00:00.000,hippo,3516,582,9529830045986956,5092477119600685,40,38,6.041237,0.465628
2024-06-30 00:00:00.000,sushi,1313,211,926686167011,1372606202957,9,8,6.222749,-0.481199
2024-06-30 00:00:00.000,animeswap,396,240,54484787131822,48044575915651,22,26,1.65,0.118202
2024-06-30 00:00:00.000,auxexchange,296,176,4092028998793,863068782696,14,15,1.681818,0.789085
2024-06-30 00:00:00.000,cetus,230,15,3914264048,5793431230,10,11,15.333333,-0.480082
2024-06-30 00:00:00.000,batswap,111,52,335883498580595,632283838086636,14,14,2.134615,-0.88245
2024-06-29 00:00:00.000,cellana,36170,2671,6272853329096437,6055345106814684,17,17,13.541745,0.034675
2024-06-29 00:00:00.000,thala,32469,1171,112295411503328,125851742550904,16,16,27.727583,-0.12072
2024-06-29 00:00:00.000,liquidswap,22775,4065,241050943266515780,237950037362581860,44,44,5.602706,0.012864
2024-06-29 00:00:00.000,pancake,5337,1716,25860550579565936,22807828163768984,40,40,3.11014,0.118046
2024-06-29 00:00:00.000,hippo,4686,856,16585438321454432,7283237234511021,42,44,5.474299,0.560866
2024-06-29 00:00:00.000,sushi,1437,240,1004665928353,1137107432644,13,18,5.9875,-0.131826
2024-06-29 00:00:00.000,animeswap,276,176,22085203932156,21586523948306,19,18,1.568182,0.02258
2024-06-29 00:00:00.000,auxexchange,230,162,1304473810539,390513840511,11,13,1.419753,0.700635
2024-06-29 00:00:00.000,cetus,155,18,4147487774,4843322787,11,9,8.611111,-0.167773
2024-06-29 00:00:00.000,batswap,99,42,7587600327887040,14909513097884050,12,10,2.357143,-0.964984
2024-06-28 00:00:00.000,cellana,42677,5621,6273379411057320,6199870258573494,17,16,7.592421,0.011718
2024-06-28 00:00:00.000,liquidswap,38206,4807,199514161239891600,220564891361577020,47,49,7.947993,-0.10551
2024-06-28 00:00:00.000,thala,31648,1435,142024797679503,117235582990368,17,17,22.054355,0.174541
2024-06-28 00:00:00.000,pancake,7715,1672,3396531299691740,2975159336733307,46,46,4.614234,0.124059
2024-06-28 00:00:00.000,hippo,4388,667,1612409848335688,2862702596448470,41,40,6.578711,-0.775419
2024-06-28 00:00:00.000,sushi,1039,171,2338509983858,1795346743548,9,10,6.076023,0.232269
2024-06-28 00:00:00.000,animeswap,326,179,24095604860948,20670106126415,19,21,1.821229,0.142163
2024-06-28 00:00:00.000,auxexchange,296,161,160268730061,147878337686,14,13,1.838509,0.07731
2024-06-28 00:00:00.000,cetus,210,18,7474484267,4980293350,10,11,11.666667,0.333694
2024-06-28 00:00:00.000,batswap,89,33,917296909658656,502473436777735,14,11,2.69697,0.452224
2024-06-27 00:00:00.000,cellana,47243,7768,6691639681188623,6015646658504616,17,17,6.081746,0.101021
2024-06-27 00:00:00.000,thala,27104,877,229872369058006,137647756316346,18,19,30.905359,0.401199
2024-06-27 00:00:00.000,liquidswap,21319,3852,219548510476651740,211577249198877020,45,45,5.534528,0.036308
2024-06-27 00:00:00.000,pancake,4151,1182,39117994611869384,8070807540289084,40,39,3.511844,0.79368
2024-06-27 00:00:00.000,hippo,2908,350,512711931705035,4838430696123981,32,32,8.308571,-8.436938
2024-06-27 00:00:00.000,sushi,954,175,1394954508626,1952097345959,11,10,5.451429,-0.399399
2024-06-27 00:00:00.000,auxexchange,284,155,72395493393,17017330945,14,14,1.832258,0.764939
2024-06-27 00:00:00.000,cetus,194,21,4573319186,7167747755,9,8,9.238095,-0.567297
2024-06-27 00:00:00.000,animeswap,175,116,51663403007,3116578578430,20,18,1.508621,-59.324686
2024-06-27 00:00:00.000,batswap,81,29,399416020922704,281244643491815,12,11,2.793103,0.29586
2024-06-26 00:00:00.000,cellana,37231,3859,4303867648415565,3988943359760373,17,17,9.647836,0.073172
2024-06-26 00:00:00.000,thala,30113,1519,143084330340127,141380772253755,19,19,19.824226,0.011906
2024-06-26 00:00:00.000,liquidswap,29231,5310,6358602441037545000,6264511595278724000,47,47,5.504896,0.014797
2024-06-26 00:00:00.000,pancake,9141,2883,1560598514043013,1927918760500789,42,44,3.170656,-0.235371
2024-06-26 00:00:00.000,hippo,5612,822,1100674627617593,2120513775426199,41,38,6.827251,-0.926558
2024-06-26 00:00:00.000,sushi,1035,211,1779614117016,1447027512631,6,10,4.905213,0.186887
2024-06-26 00:00:00.000,auxexchange,324,191,100715332974,56164119640,15,15,1.696335,0.442348
2024-06-26 00:00:00.000,animeswap,302,174,23438232052887,22763272331630,19,20,1.735632,0.028797
2024-06-26 00:00:00.000,cetus,268,41,7731249769,6175996347,10,10,6.536585,0.201165
2024-06-26 00:00:00.000,batswap,206,71,1605188426087936,2307592885838858,14,12,2.901408,-0.437584
2024-06-25 00:00:00.000,cellana,35894,2849,5897816548980163,4447908180674216,17,17,12.598807,0.245838
2024-06-25 00:00:00.000,thala,31673,1439,158367146976887,191491294937679,21,22,22.010424,-0.20916
2024-06-25 00:00:00.000,liquidswap,30825,7175,1703964440125166800,193571504800760130,54,52,4.296167,0.886399
