ACTIVITY_DATE,PLATFORM,CHAIN_PAIR,TOTAL_TRANSACTIONS,UNIQUE_USERS,TOTAL_RAW_AMOUNT,AVG_RAW_AMOUNT_PER_TX,AVG_RAW_AMOUNT_PER_TX_CALCULATED,USERS_PER_TRANSACTION_RATIO
2024-08-11 00:00:00.000,wormhole,,26,17,2183767533157,83991058967.57692,83991058967.57692,0.653846
2024-08-11 00:00:00.000,layerzero,BSC -> Aptos,25,1,3492892186720,139715687468.8,139715687468.8,0.04
2024-08-11 00:00:00.000,layerzero,Optimism -> Aptos,19,1,389601706,20505352.947368,20505352.947368,0.052632
2024-08-11 00:00:00.000,layerzero,Aptos -> Polygon,17,16,28346257582,1667426916.588235,1667426916.588235,0.941176
2024-08-11 00:00:00.000,layerzero,Aptos -> BSC,16,13,99596289017,6224768063.5625,6224768063.5625,0.8125
2024-08-11 00:00:00.000,layerzero,Aptos -> Ethereum,14,13,32152661540,2296618681.428571,2296618681.428571,0.928571
2024-08-11 00:00:00.000,layerzero,Ethereum -> Aptos,11,1,204759926798,18614538799.818184,18614538799.818184,0.090909
2024-08-11 00:00:00.000,layerzero,Aptos -> Avalanche,9,8,19089556494,2121061832.666667,2121061832.666667,0.888889
2024-08-11 00:00:00.000,layerzero,Avalanche -> Aptos,8,1,13987554632,1748444329,1748444329,0.125
2024-08-11 00:00:00.000,wormhole,aptos -> sui,7,5,9024357906,1289193986.571429,1289193986.571429,0.714286
2024-08-11 00:00:00.000,layerzero,Polygon -> Aptos,7,1,1776376812,253768116,253768116,0.142857
2024-08-11 00:00:00.000,wormhole,aptos -> solana,6,4,1050927205803,175154534300.5,175154534300.5,0.666667
2024-08-11 00:00:00.000,wormhole,aptos -> arbitrum,4,3,70903800,17725950,17725950,0.75
2024-08-11 00:00:00.000,wormhole,aptos -> base,2,2,1030127200,515063600,515063600,1
2024-08-11 00:00:00.000,wormhole,aptos -> bsc,2,2,1030000000,515000000,515000000,1
2024-08-11 00:00:00.000,wormhole,aptos -> wormchain,2,1,4000000000,2000000000,2000000000,0.5
2024-08-11 00:00:00.000,wormhole,aptos -> avalanche,2,2,1098950000,549475000,549475000,1
2024-08-11 00:00:00.000,wormhole,aptos -> polygon,2,1,327558072,163779036,163779036,0.5
2024-08-11 00:00:00.000,wormhole,aptos -> optimism,1,1,998950000,998950000,998950000,1
2024-08-10 00:00:00.000,layerzero,Aptos -> Arbitrum,71,68,36517752495,514334542.183099,514334542.183099,0.957746
2024-08-10 00:00:00.000,layerzero,Arbitrum -> Aptos,53,1,371473321795,7008930599.90566,7008930599.90566,0.018868
2024-08-10 00:00:00.000,wormhole,,46,24,5386774047435,117103783639.8913,117103783639.8913,0.521739
2024-08-10 00:00:00.000,layerzero,Aptos -> BSC,36,34,207154471960,5754290887.777778,5754290887.777778,0.944444
2024-08-10 00:00:00.000,layerzero,BSC -> Aptos,34,1,1052353000711,30951558844.441177,30951558844.441177,0.029412
2024-08-10 00:00:00.000,layerzero,Aptos -> Optimism,23,23,12420457299,540019882.565217,540019882.565217,1
2024-08-10 00:00:00.000,layerzero,Aptos -> Polygon,22,22,5614219987,255191817.590909,255191817.590909,1
2024-08-10 00:00:00.000,layerzero,Ethereum -> Aptos,20,1,166020556205,8301027810.25,8301027810.25,0.05
2024-08-10 00:00:00.000,layerzero,Aptos -> Avalanche,17,17,6114826409,359695671.117647,359695671.117647,1
2024-08-10 00:00:00.000,layerzero,Avalanche -> Aptos,17,1,459851758661,27050103450.64706,27050103450.64706,0.058824
2024-08-10 00:00:00.000,layerzero,Optimism -> Aptos,16,1,3660060919,228753807.4375,228753807.4375,0.0625
2024-08-10 00:00:00.000,layerzero,Aptos -> Ethereum,14,13,491151985121,35082284651.5,35082284651.5,0.928571
2024-08-10 00:00:00.000,wormhole,aptos -> sui,11,11,6379102440,579918403.636364,579918403.636364,1
2024-08-10 00:00:00.000,layerzero,Polygon -> Aptos,11,1,3646936336,331539666.909091,331539666.909091,0.090909
2024-08-10 00:00:00.000,wormhole,aptos -> solana,6,3,5898087101,983014516.833333,983014516.833333,0.5
2024-08-10 00:00:00.000,wormhole,aptos -> polygon,2,2,320454200,160227100,160227100,1
2024-08-10 00:00:00.000,wormhole,aptos -> injective,1,1,729897928,729897928,729897928,1
2024-08-10 00:00:00.000,wormhole,aptos -> optimism,1,1,109210000,109210000,109210000,1
2024-08-10 00:00:00.000,wormhole,aptos -> arbitrum,1,1,251000000,251000000,251000000,1
2024-08-10 00:00:00.000,wormhole,aptos -> bsc,1,1,547494897,547494897,547494897,1
2024-08-10 00:00:00.000,mover,aptos -> Sui,1,1,10010000,10010000,10010000,1
2024-08-10 00:00:00.000,wormhole,aptos -> base,1,1,606200000,606200000,606200000,1
2024-08-09 00:00:00.000,layerzero,Arbitrum -> Aptos,63,1,245659707279,3899360433,3899360433,0.015873
2024-08-09 00:00:00.000,layerzero,Aptos -> Arbitrum,52,51,28593707937,549878998.788462,549878998.788462,0.980769
2024-08-09 00:00:00.000,layerzero,Optimism -> Aptos,41,1,59891129155,1460759247.682927,1460759247.682927,0.02439
2024-08-09 00:00:00.000,layerzero,BSC -> Aptos,38,1,15581593643189,410041937978.6579,410041937978.6579,0.026316
2024-08-09 00:00:00.000,layerzero,Aptos -> BSC,35,31,22169223200,633406377.142857,633406377.142857,0.885714
2024-08-09 00:00:00.000,layerzero,Aptos -> Polygon,35,35,11658875162,333110718.914286,333110718.914286,1
2024-08-09 00:00:00.000,wormhole,,30,14,5382363662377,179412122079.23334,179412122079.23334,0.466667
2024-08-09 00:00:00.000,layerzero,Aptos -> Optimism,28,27,6436034976,229858392,229858392,0.964286
2024-08-09 00:00:00.000,layerzero,Polygon -> Aptos,25,1,32132270974,1285290838.96,1285290838.96,0.04
2024-08-09 00:00:00.000,layerzero,Aptos -> Ethereum,20,17,318240274500,15912013725,15912013725,0.85
2024-08-09 00:00:00.000,layerzero,Avalanche -> Aptos,16,1,159466215024,9966638439,9966638439,0.0625
2024-08-09 00:00:00.000,wormhole,aptos -> solana,12,6,1774111728968,147842644080.66666,147842644080.66666,0.5
2024-08-09 00:00:00.000,layerzero,Ethereum -> Aptos,11,1,606206250785,55109659162.27273,55109659162.27273,0.090909
2024-08-09 00:00:00.000,wormhole,aptos -> sui,10,6,42680570277,4268057027.7,4268057027.7,0.6
2024-08-09 00:00:00.000,layerzero,Aptos -> Avalanche,9,9,5971194579,663466064.333333,663466064.333333,1
2024-08-09 00:00:00.000,wormhole,aptos -> ethereum,2,2,97395545797,48697772898.5,48697772898.5,1
2024-08-09 00:00:00.000,wormhole,aptos -> optimism,2,2,210570000,105285000,105285000,1
2024-08-09 00:00:00.000,wormhole,aptos -> bsc,1,1,241997401,241997401,241997401,1
2024-08-09 00:00:00.000,wormhole,aptos -> polygon,1,1,30000000,30000000,30000000,1
2024-08-09 00:00:00.000,wormhole,aptos -> arbitrum,1,1,309380000,309380000,309380000,1
2024-08-09 00:00:00.000,layerzero,Aptos -> Base,1,1,27412995862,27412995862,27412995862,1
2024-08-08 00:00:00.000,layerzero,Aptos -> Arbitrum,78,72,96235442329,1233787722.166667,1233787722.166667,0.923077
2024-08-08 00:00:00.000,layerzero,Optimism -> Aptos,63,1,6969008865,110619188.333333,110619188.333333,0.015873
2024-08-08 00:00:00.000,layerzero,Arbitrum -> Aptos,59,1,161327491720,2734364266.440678,2734364266.440678,0.016949
2024-08-08 00:00:00.000,layerzero,Aptos -> Optimism,48,41,3134221630,65296283.958333,65296283.958333,0.854167
2024-08-08 00:00:00.000,wormhole,,43,15,34518843791920,802763809114.4186,802763809114.4186,0.348837
2024-08-08 00:00:00.000,layerzero,Aptos -> BSC,39,37,114187338220,2927880467.179487,2927880467.179487,0.948718
2024-08-08 00:00:00.000,layerzero,Aptos -> Polygon,34,34,5004448659,147189666.441176,147189666.441176,1
2024-08-08 00:00:00.000,wormhole,aptos -> solana,32,11,9747922971513,304622592859.78125,304622592859.78125,0.34375
2024-08-08 00:00:00.000,layerzero,BSC -> Aptos,29,1,210733814580,7266683261.37931,7266683261.37931,0.034483
2024-08-08 00:00:00.000,wormhole,aptos -> sui,17,10,58583208559,3446071091.705882,3446071091.705882,0.588235
2024-08-08 00:00:00.000,layerzero,Avalanche -> Aptos,16,1,114767569609,7172973100.5625,7172973100.5625,0.0625
2024-08-08 00:00:00.000,layerzero,Polygon -> Aptos,11,1,8854301294,804936481.272727,804936481.272727,0.090909
2024-08-08 00:00:00.000,layerzero,Aptos -> Avalanche,10,10,69298016662,6929801666.2,6929801666.2,1
2024-08-08 00:00:00.000,layerzero,Aptos -> Ethereum,8,8,1530270080079,191283760009.875,191283760009.875,1
2024-08-08 00:00:00.000,layerzero,Ethereum -> Aptos,5,1,9808725,1961745,1961745,0.2
2024-08-08 00:00:00.000,wormhole,aptos -> moonbeam,1,1,2000000000,2000000000,2000000000,1
2024-08-08 00:00:00.000,wormhole,aptos -> wormchain,1,1,52000000,52000000,52000000,1
2024-08-07 00:00:00.000,layerzero,Aptos -> Arbitrum,81,78,37026617073,457118729.296296,457118729.296296,0.962963
2024-08-07 00:00:00.000,layerzero,Arbitrum -> Aptos,53,1,101935015367,1923302176.735849,1923302176.735849,0.018868
2024-08-07 00:00:00.000,layerzero,Aptos -> BSC,44,30,420565220835,9558300473.522726,9558300473.522726,0.681818
2024-08-07 00:00:00.000,wormhole,,40,15,935226115183,23380652879.575,23380652879.575,0.375
2024-08-07 00:00:00.000,layerzero,Optimism -> Aptos,39,1,4763395366,122138342.717949,122138342.717949,0.025641
2024-08-07 00:00:00.000,layerzero,Aptos -> Optimism,31,29,5267424501,169916919.387097,169916919.387097,0.935484
2024-08-07 00:00:00.000,layerzero,BSC -> Aptos,30,1,362282325069,12076077502.3,12076077502.3,0.033333
2024-08-07 00:00:00.000,layerzero,Aptos -> Polygon,25,24,4695321666,187812866.64,187812866.64,0.96
2024-08-07 00:00:00.000,wormhole,aptos -> sui,19,9,448260756934,23592671417.578945,23592671417.578945,0.473684
2024-08-07 00:00:00.000,layerzero,Avalanche -> Aptos,18,1,209460727449,11636707080.5,11636707080.5,0.055556
2024-08-07 00:00:00.000,wormhole,aptos -> solana,18,9,1473210590519,81845032806.61111,81845032806.61111,0.5
2024-08-07 00:00:00.000,layerzero,Ethereum -> Aptos,13,1,604363064062,46489466466.30769,46489466466.30769,0.076923
2024-08-07 00:00:00.000,layerzero,Aptos -> Avalanche,9,8,92554252239,10283805804.333332,10283805804.333332,0.888889
2024-08-07 00:00:00.000,layerzero,Polygon -> Aptos,8,1,4683853474,585481684.25,585481684.25,0.125
2024-08-07 00:00:00.000,layerzero,Aptos -> Ethereum,7,7,181158106869,25879729552.714287,25879729552.714287,1
2024-08-07 00:00:00.000,wormhole,aptos -> ethereum,3,3,91023227350,30341075783.333332,30341075783.333332,1
2024-08-07 00:00:00.000,wormhole,aptos -> arbitrum,2,2,1099502769,549751384.5,549751384.5,1
2024-08-07 00:00:00.000,wormhole,aptos -> base,1,1,1473120253,1473120253,1473120253,1
2024-08-06 00:00:00.000,layerzero,Aptos -> Arbitrum,93,89,110254677638,1185534168.150538,1185534168.150538,0.956989
2024-08-06 00:00:00.000,wormhole,,73,22,4232190918631,57975218063.438354,57975218063.438354,0.30137
2024-08-06 00:00:00.000,layerzero,Arbitrum -> Aptos,52,1,21516320404,413775392.384615,413775392.384615,0.019231
2024-08-06 00:00:00.000,layerzero,Aptos -> Polygon,52,52,46083474245,886220658.557692,886220658.557692,1
2024-08-06 00:00:00.000,layerzero,Aptos -> BSC,41,40,167024759258,4073774616.04878,4073774616.04878,0.97561
2024-08-06 00:00:00.000,layerzero,BSC -> Aptos,41,1,1086186902932,26492363486.14634,26492363486.14634,0.02439
2024-08-06 00:00:00.000,layerzero,Aptos -> Optimism,40,39,4191050814,104776270.35,104776270.35,0.975
2024-08-06 00:00:00.000,layerzero,Avalanche -> Aptos,31,1,455279692025,14686441678.225805,14686441678.225805,0.032258
2024-08-06 00:00:00.000,layerzero,Optimism -> Aptos,29,1,3469968702,119654093.172414,119654093.172414,0.034483
2024-08-06 00:00:00.000,layerzero,Polygon -> Aptos,23,1,42537719139,1849466049.521739,1849466049.521739,0.043478
2024-08-06 00:00:00.000,layerzero,Aptos -> Ethereum,15,11,4895182253290,326345483552.6667,326345483552.6667,0.733333
2024-08-06 00:00:00.000,layerzero,Aptos -> Avalanche,15,14,344323571746,22954904783.066666,22954904783.066666,0.933333
2024-08-06 00:00:00.000,wormhole,aptos -> sui,15,13,142941424347,9529428289.8,9529428289.8,0.866667
2024-08-06 00:00:00.000,wormhole,aptos -> solana,14,7,1546319138479,110451367034.21428,110451367034.21428,0.5
2024-08-06 00:00:00.000,layerzero,Ethereum -> Aptos,11,1,936455538698,85132321699.81818,85132321699.81818,0.090909
2024-08-06 00:00:00.000,wormhole,aptos -> ethereum,3,2,178473361503,59491120501,59491120501,0.666667
2024-08-06 00:00:00.000,wormhole,aptos -> arbitrum,2,2,351840000,175920000,175920000,1
2024-08-06 00:00:00.000,wormhole,aptos -> bsc,1,1,94126674,94126674,94126674,1
2024-08-05 00:00:00.000,layerzero,Aptos -> BSC,189,144,23243648143443,122982265309.22223,122982265309.22223,0.761905
2024-08-05 00:00:00.000,wormhole,,128,37,19738982869238,154210803665.92188,154210803665.92188,0.289063
2024-08-05 00:00:00.000,layerzero,Arbitrum -> Aptos,124,1,251555397034,2028672556.725806,2028672556.725806,0.008065
2024-08-05 00:00:00.000,wormhole,aptos -> solana,106,46,6306112178718,59491624327.528305,59491624327.528305,0.433962
2024-08-05 00:00:00.000,layerzero,Aptos -> Arbitrum,91,81,1808947892023,19878548263.98901,19878548263.98901,0.89011
2024-08-05 00:00:00.000,layerzero,Aptos -> Polygon,85,76,158099714838,1859996645.152941,1859996645.152941,0.894118
2024-08-05 00:00:00.000,layerzero,Aptos -> Avalanche,66,58,399582188423,6054275582.166667,6054275582.166667,0.878788
2024-08-05 00:00:00.000,layerzero,BSC -> Aptos,60,1,2129061607732,35484360128.86667,35484360128.86667,0.016667
2024-08-05 00:00:00.000,layerzero,Aptos -> Optimism,55,53,56715559778,1031191995.963636,1031191995.963636,0.963636
2024-08-05 00:00:00.000,layerzero,Optimism -> Aptos,46,1,84107784820,1828430104.782609,1828430104.782609,0.021739
2024-08-05 00:00:00.000,layerzero,Polygon -> Aptos,37,1,193133108883,5219813753.594595,5219813753.594595,0.027027
2024-08-05 00:00:00.000,layerzero,Avalanche -> Aptos,35,1,220957458503,6313070242.942857,6313070242.942857,0.028571
2024-08-05 00:00:00.000,wormhole,aptos -> sui,28,21,58019362795,2072120099.821429,2072120099.821429,0.75
2024-08-05 00:00:00.000,layerzero,Aptos -> Ethereum,18,13,6931377330482,385076518360.1111,385076518360.1111,0.722222
2024-08-05 00:00:00.000,layerzero,Ethereum -> Aptos,17,1,609086571092,35828621828.94118,35828621828.94118,0.058824
2024-08-05 00:00:00.000,wormhole,aptos -> bsc,5,5,302827353356,60565470671.2,60565470671.2,1
2024-08-05 00:00:00.000,wormhole,aptos -> arbitrum,3,3,36652972036,12217657345.333332,12217657345.333332,1
2024-08-05 00:00:00.000,wormhole,aptos -> ethereum,3,3,116792700709,38930900236.333336,38930900236.333336,1
2024-08-05 00:00:00.000,wormhole,aptos -> polygon,2,1,528020541,264010270.5,264010270.5,0.5
2024-08-05 00:00:00.000,wormhole,aptos -> wormchain,2,2,2050000000,1025000000,1025000000,1
2024-08-05 00:00:00.000,wormhole,aptos -> optimism,1,1,484293452,484293452,484293452,1
2024-08-04 00:00:00.000,layerzero,Aptos -> Arbitrum,111,107,847882483049,7638580928.369369,7638580928.369369,0.963964
2024-08-04 00:00:00.000,layerzero,Arbitrum -> Aptos,96,1,32525928544,338811755.666667,338811755.666667,0.010417
2024-08-04 00:00:00.000,layerzero,Aptos -> BSC,71,57,1627786788836,22926574490.64789,22926574490.64789,0.802817
2024-08-04 00:00:00.000,wormhole,,57,20,17185897122508,301506967061.5439,301506967061.5439,0.350877
2024-08-04 00:00:00.000,layerzero,Aptos -> Optimism,43,41,4632366375,107729450.581395,107729450.581395,0.953488
2024-08-04 00:00:00.000,layerzero,Optimism -> Aptos,34,1,10907354173,320804534.5,320804534.5,0.029412
2024-08-04 00:00:00.000,layerzero,Aptos -> Polygon,33,33,12230695376,370627132.606061,370627132.606061,1
2024-08-04 00:00:00.000,layerzero,BSC -> Aptos,29,1,192384904864,6633962236.689655,6633962236.689655,0.034483
2024-08-04 00:00:00.000,wormhole,aptos -> solana,19,8,2139726254824,112617171306.52632,112617171306.52632,0.421053
2024-08-04 00:00:00.000,layerzero,Aptos -> Avalanche,17,15,34692681845,2040745990.882353,2040745990.882353,0.882353
2024-08-04 00:00:00.000,layerzero,Polygon -> Aptos,16,1,5987750177,374234386.0625,374234386.0625,0.0625
2024-08-04 00:00:00.000,layerzero,Aptos -> Ethereum,13,13,60970036823,4690002832.538462,4690002832.538462,1
2024-08-04 00:00:00.000,wormhole,aptos -> sui,12,10,7937078502,661423208.5,661423208.5,0.833333
2024-08-04 00:00:00.000,layerzero,Avalanche -> Aptos,11,1,13973717299,1270337936.272727,1270337936.272727,0.090909
2024-08-04 00:00:00.000,layerzero,Ethereum -> Aptos,9,1,109640223859,12182247095.444445,12182247095.444445,0.111111
2024-08-04 00:00:00.000,wormhole,aptos -> arbitrum,4,3,56300000,14075000,14075000,0.75
2024-08-04 00:00:00.000,wormhole,aptos -> optimism,1,1,101850000,101850000,101850000,1
2024-08-04 00:00:00.000,wormhole,aptos -> wormchain,1,1,600000000,600000000,600000000,1
2024-08-04 00:00:00.000,wormhole,aptos -> bsc,1,1,9500000,9500000,9500000,1
2024-08-04 00:00:00.000,wormhole,aptos -> ethereum,1,1,70058279160,70058279160,70058279160,1
2024-08-03 00:00:00.000,layerzero,Aptos -> Polygon,154,149,19309429313,125385904.62987,125385904.62987,0.967532
2024-08-03 00:00:00.000,layerzero,Aptos -> Arbitrum,121,116,137677311093,1137829017.297521,1137829017.297521,0.958678
2024-08-03 00:00:00.000,layerzero,Arbitrum -> Aptos,81,1,26120648044,322477136.345679,322477136.345679,0.012346
2024-08-03 00:00:00.000,layerzero,Aptos -> BSC,52,43,354486494231,6817047965.980769,6817047965.980769,0.826923
2024-08-03 00:00:00.000,wormhole,,46,25,11877866070,258214479.782609,258214479.782609,0.543478
2024-08-03 00:00:00.000,layerzero,Aptos -> Optimism,42,42,11191436556,266462775.142857,266462775.142857,1
2024-08-03 00:00:00.000,layerzero,Optimism -> Aptos,36,1,4801377890,133371608.055556,133371608.055556,0.027778
2024-08-03 00:00:00.000,layerzero,Aptos -> Ethereum,25,19,381593783580,15263751343.2,15263751343.2,0.76
2024-08-03 00:00:00.000,layerzero,Ethereum -> Aptos,22,1,149679431622,6803610528.272727,6803610528.272727,0.045455
2024-08-03 00:00:00.000,layerzero,BSC -> Aptos,22,1,307718762315,13987216468.863636,13987216468.863636,0.045455
2024-08-03 00:00:00.000,layerzero,Aptos -> Avalanche,18,11,16206852899,900380716.611111,900380716.611111,0.611111
2024-08-03 00:00:00.000,layerzero,Avalanche -> Aptos,16,1,69417743909,4338608994.3125,4338608994.3125,0.0625
2024-08-03 00:00:00.000,layerzero,Polygon -> Aptos,16,1,1265966171,79122885.6875,79122885.6875,0.0625
2024-08-03 00:00:00.000,wormhole,aptos -> sui,16,9,21906484215,1369155263.4375,1369155263.4375,0.5625
2024-08-03 00:00:00.000,wormhole,aptos -> solana,12,8,1826915028816,152242919068,152242919068,0.666667
2024-08-03 00:00:00.000,wormhole,aptos -> arbitrum,11,5,1001395001,91035909.181818,91035909.181818,0.454545
2024-08-03 00:00:00.000,wormhole,aptos -> wormchain,2,2,1866000000,933000000,933000000,1
2024-08-03 00:00:00.000,wormhole,aptos -> polygon,2,2,14180800,7090400,7090400,1
2024-08-03 00:00:00.000,wormhole,aptos -> ethereum,1,1,500000,500000,500000,1
2024-08-03 00:00:00.000,celer_cbridge,Aptos -> BSC,1,1,297177900,297177900,297177900,1
2024-08-03 00:00:00.000,wormhole,aptos -> avalanche,1,1,10000000,10000000,10000000,1
2024-08-03 00:00:00.000,wormhole,aptos -> bsc,1,1,18174500,18174500,18174500,1
2024-08-02 00:00:00.000,layerzero,Aptos -> Polygon,446,444,22338138869,50085513.159193,50085513.159193,0.995516
2024-08-02 00:00:00.000,layerzero,Aptos -> Arbitrum,130,120,339115123731,2608577874.853846,2608577874.853846,0.923077
2024-08-02 00:00:00.000,layerzero,Arbitrum -> Aptos,94,1,80344212046,854725660.06383,854725660.06383,0.010638
2024-08-02 00:00:00.000,layerzero,Aptos -> BSC,72,61,1565077232656,21737183786.88889,21737183786.88889,0.847222
2024-08-02 00:00:00.000,layerzero,BSC -> Aptos,43,1,618414571238,14381734214.83721,14381734214.83721,0.023256
2024-08-02 00:00:00.000,layerzero,Optimism -> Aptos,40,1,14236456522,355911413.05,355911413.05,0.025
2024-08-02 00:00:00.000,layerzero,Aptos -> Optimism,36,33,4386934557,121859293.25,121859293.25,0.916667
2024-08-02 00:00:00.000,wormhole,,27,19,13034710664426,482767061645.4074,482767061645.4074,0.703704
2024-08-02 00:00:00.000,layerzero,Aptos -> Avalanche,24,24,257477001110,10728208379.583332,10728208379.583332,1
2024-08-02 00:00:00.000,layerzero,Polygon -> Aptos,20,1,13142905629,657145281.45,657145281.45,0.05
2024-08-02 00:00:00.000,layerzero,Avalanche -> Aptos,17,1,91988786564,5411105092,5411105092,0.058824
2024-08-02 00:00:00.000,layerzero,Aptos -> Ethereum,16,14,137833725215,8614607825.9375,8614607825.9375,0.875
2024-08-02 00:00:00.000,wormhole,aptos -> sui,15,10,9743651438,649576762.533333,649576762.533333,0.666667
2024-08-02 00:00:00.000,layerzero,Ethereum -> Aptos,13,1,365511824720,28116294209.23077,28116294209.23077,0.076923
2024-08-02 00:00:00.000,wormhole,aptos -> solana,10,8,1162674985854,116267498585.4,116267498585.4,0.8
2024-08-02 00:00:00.000,wormhole,aptos -> arbitrum,4,3,164300000,41075000,41075000,0.75
2024-08-02 00:00:00.000,wormhole,aptos -> ethereum,2,2,909480000000,454740000000,454740000000,1
2024-08-02 00:00:00.000,wormhole,aptos -> wormchain,2,1,3286000000,1643000000,1643000000,0.5
2024-08-02 00:00:00.000,wormhole,aptos -> bsc,2,1,4000000,2000000,2000000,0.5
2024-08-02 00:00:00.000,mover,Polygon -> aptos,2,1,252795510,126397755,126397755,0.5
2024-08-02 00:00:00.000,mover,aptos -> Arbitrum,1,1,341321000,341321000,341321000,1
2024-08-02 00:00:00.000,wormhole,aptos -> polygon,1,1,999600000,999600000,999600000,1
2024-08-01 00:00:00.000,layerzero,Aptos -> Arbitrum,162,144,124600608034,769139555.765432,769139555.765432,0.888889
2024-08-01 00:00:00.000,layerzero,Arbitrum -> Aptos,102,1,213938839114,2097439599.156863,2097439599.156863,0.009804
2024-08-01 00:00:00.000,layerzero,Aptos -> Polygon,71,70,77424297891,1090483068.887324,1090483068.887324,0.985915
2024-08-01 00:00:00.000,layerzero,Aptos -> Optimism,61,59,9558498335,156696694.016393,156696694.016393,0.967213
2024-08-01 00:00:00.000,wormhole,,50,28,17700859545833,354017190916.66,354017190916.66,0.56
2024-08-01 00:00:00.000,layerzero,Optimism -> Aptos,49,1,33812199985,690044897.653061,690044897.653061,0.020408
2024-08-01 00:00:00.000,layerzero,Aptos -> BSC,48,39,645922052883,13456709435.0625,13456709435.0625,0.8125
2024-08-01 00:00:00.000,layerzero,Aptos -> Avalanche,38,32,141077283612,3712560095.052632,3712560095.052632,0.842105
2024-08-01 00:00:00.000,layerzero,Avalanche -> Aptos,26,1,117960061348,4536925436.461538,4536925436.461538,0.038462
2024-08-01 00:00:00.000,layerzero,BSC -> Aptos,24,1,416356561683,17348190070.125,17348190070.125,0.041667
2024-08-01 00:00:00.000,layerzero,Polygon -> Aptos,19,1,66681129913,3509533153.315789,3509533153.315789,0.052632
2024-08-01 00:00:00.000,layerzero,Ethereum -> Aptos,11,1,193720043194,17610913017.636364,17610913017.636364,0.090909
2024-08-01 00:00:00.000,wormhole,aptos -> solana,10,8,8364503740,836450374,836450374,0.8
2024-08-01 00:00:00.000,layerzero,Aptos -> Ethereum,8,8,883592874357,110449109294.625,110449109294.625,1
2024-08-01 00:00:00.000,wormhole,aptos -> arbitrum,8,7,2384901377,298112672.125,298112672.125,0.875
2024-08-01 00:00:00.000,celer_cbridge,Aptos -> BSC,5,1,69744400,13948880,13948880,0.2
2024-08-01 00:00:00.000,wormhole,aptos -> sui,4,4,3854392104,963598026,963598026,1
2024-08-01 00:00:00.000,wormhole,aptos -> polygon,3,3,957950982,319316994,319316994,1
2024-08-01 00:00:00.000,mover,ZkSync -> aptos,1,1,385465,385465,385465,1
2024-08-01 00:00:00.000,wormhole,aptos -> scroll,1,1,509390000,509390000,509390000,1
2024-08-01 00:00:00.000,wormhole,aptos -> wormchain,1,1,500000000,500000000,500000000,1
2024-08-01 00:00:00.000,layerzero,Aptos -> Base,1,1,32614739870,32614739870,32614739870,1
2024-08-01 00:00:00.000,wormhole,aptos -> fantom,1,1,200000000,200000000,200000000,1
2024-08-01 00:00:00.000,wormhole,aptos -> ethereum,1,1,94595046000,94595046000,94595046000,1
2024-08-01 00:00:00.000,mover,aptos -> Arbitrum,1,1,92465600,92465600,92465600,1
2024-08-01 00:00:00.000,wormhole,aptos -> bsc,1,1,10096756800,10096756800,10096756800,1
2024-07-31 00:00:00.000,layerzero,Aptos -> Arbitrum,201,187,71168722862,354073248.069652,354073248.069652,0.930348
2024-07-31 00:00:00.000,layerzero,Arbitrum -> Aptos,122,1,79066827759,648088752.122951,648088752.122951,0.008197
2024-07-31 00:00:00.000,layerzero,Aptos -> Polygon,88,83,33986308627,386208052.579545,386208052.579545,0.943182
2024-07-31 00:00:00.000,wormhole,,76,27,709544379015,9336110250.197369,9336110250.197369,0.355263
2024-07-31 00:00:00.000,layerzero,Optimism -> Aptos,71,1,9961506904,140302914.140845,140302914.140845,0.014085
2024-07-31 00:00:00.000,layerzero,Aptos -> Optimism,56,49,5712528174,102009431.678571,102009431.678571,0.875
2024-07-31 00:00:00.000,layerzero,Aptos -> BSC,51,46,1027348269238,20144083710.54902,20144083710.54902,0.901961
2024-07-31 00:00:00.000,layerzero,BSC -> Aptos,34,1,33279413778302,978806287597.1177,978806287597.1177,0.029412
2024-07-31 00:00:00.000,layerzero,Aptos -> Avalanche,18,16,29445715045,1635873058.055556,1635873058.055556,0.888889
2024-07-31 00:00:00.000,layerzero,Avalanche -> Aptos,13,1,24843079151,1911006088.538462,1911006088.538462,0.076923
2024-07-31 00:00:00.000,layerzero,Polygon -> Aptos,12,1,19880895049,1656741254.083333,1656741254.083333,0.083333
2024-07-31 00:00:00.000,wormhole,aptos -> sui,12,8,15904973668,1325414472.333333,1325414472.333333,0.666667
2024-07-31 00:00:00.000,wormhole,aptos -> solana,10,4,1021746694268,102174669426.8,102174669426.8,0.4
2024-07-31 00:00:00.000,layerzero,Aptos -> Ethereum,7,7,42252378657,6036054093.857143,6036054093.857143,1
2024-07-31 00:00:00.000,layerzero,Ethereum -> Aptos,6,1,10196175501600,1699362583600,1699362583600,0.166667
2024-07-31 00:00:00.000,wormhole,aptos -> arbitrum,4,2,44300000,11075000,11075000,0.5
2024-07-31 00:00:00.000,wormhole,aptos -> polygon,4,4,7042194000,1760548500,1760548500,1
2024-07-31 00:00:00.000,wormhole,aptos -> ethereum,3,2,171034361000,57011453666.666664,57011453666.666664,0.666667
2024-07-31 00:00:00.000,wormhole,aptos -> wormchain,2,1,82072400,41036200,41036200,0.5
2024-07-31 00:00:00.000,wormhole,aptos -> optimism,1,1,80000000,80000000,80000000,1
